"UpdatedLocal","Status","RegisteredAtLocal","CalendarDays","ElapsedSinceRegistrationDays","MinimumCalendarDays","EntryEvents","ClosedTrades","MinimumClosedTrades","NetProfit","ProfitFactor","WinRatePercent","Expectancy","MaximumClosedDrawdownPercent","MaximumConsecutiveLosses","ReversionEntries","ReversionExits","MomentumEntries","MomentumExits","InvalidRows","ForeignIdentityRows","TerminalRunning","SourceHashMatch","ProfileHashMatch","InstalledBinaryHashMatch","SentinelSourceHashMatch","SentinelProfileHashMatch","SentinelInstalledBinaryHashMatch","SentinelCodeIdentityPass","SentinelHeartbeatPresent","SentinelHeartbeatValid","SentinelHeartbeatFresh","SentinelHeartbeatAgeSeconds","SentinelHeartbeatIdentityPass","AccountTradeMode","MarginMode","Connected","TerminalTradeAllowed","AccountTradeAllowed","AccountExpertAllowed","MqlTradeAllowed","ActualBalance","ActualEquity","ExpectedBalance","AccountModePass","BalanceContractPass","AllPositions","CandidatePositions","AllUnprotectedPositions","CandidateUnprotectedPositions","CandidateOpenRiskPercent","MaximumPortfolioOpenRiskPercent","PositionIsolationPass","ProtectionPass","OpenRiskPass","AccountContractPass","OperationalPass","ReversionLogPresent","MomentumLogPresent","LastEventLocal","RealAccountTradingAllowed"
"2026-07-19 00:39:23 -05:00","FAIL","2026-07-17T03:57:19-05:00","0","1.863","90","0","0","30","0","0.00","0","0","0","0","0","0","0","0","0","0","False","True","True","True","True","True","True","True","True","True","False","122065","True","demo","hedging","True","False","True","True","False","100000","100000","10000","True","False","0","0","0","0","0","0.75","True","True","True","False","False","True","True","none","False"
