"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRefusals","AllWindowsPositive","UnconditionalReferenceActive","CenterBehaviorChanged","CenterNoWorseDisjointEras","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskGate","CenterTradeCountGate","IncrementalNetRetentionGate","ImprovesUnconditionalEfficiency","LowerThresholdGate","UpperThresholdGate","HoldoutValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","UnconditionalNetProfit","CenterNetProfit","SourceSha256","BinarySha256","CenterProfileSha256"
"REJECTED_IN_DISCOVERY","15","15","16","1","True","False","False","True","False","False","True","True","True","False","False","False","False","False","False","False","False","False","1191.69","1191.69","1191.69","38CA497BB6E0E013927B2FAC2C4D4350AFC476C8EAC837FACE6C6D0991B5D232","A8774A7477E9C65F4A7263A930F97CE4AB1A62DB5BA53FC82835E28DEAA199FA","754211A9BFBF8ED33A3CBE4C5E6E92B63DE80A4E81D3E61CECC832362CF6B911"
