"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"micro_clean_core_jul_oct","7","7","3381.46","966","1107.93","214.3","966","","0","0"
