"Candidate","SourceType","Phase","Expected","ParsedReports","ParsedLogs","ParsedTotal","Missing","Unparsed","TotalNetProfit","WorstNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","WorstDrawdownPercent","MinProfitFactor","TotalTrades"
"xmll_base","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-186.43","-119.52","-0.31","-0.4","-0.31","-0.4","1.44","0.75","194"
"xmll_lead4","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","177.54","42.08","0.3","0.14","0.3","0.14","1.04","1.13","151"
"xmll_lead12","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-45.58","-90.55","-0.08","-0.3","-0.08","-0.3","1.51","0.8","186"
"xmll_lead16","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-201.27","-165.04","-0.34","-0.55","-0.34","-0.55","2.07","0.57","157"
"xmll_xag075","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-301.33","-199.97","-0.5","-0.67","-0.5","-0.67","2.37","0.68","248"
"xmll_xag125","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","14.29","-32.76","0.02","-0.11","0.02","-0.11","1.23","0.9","134"
"xmll_gap020","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-186.43","-119.52","-0.31","-0.4","-0.31","-0.4","1.44","0.75","194"
"xmll_gap050","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-140.41","-96.26","-0.24","-0.32","-0.24","-0.32","1.25","0.78","181"
"xmll_xaumax050","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-131.48","-100.7","-0.22","-0.34","-0.22","-0.34","1.18","0.7","121"
"xmll_xaumax100","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-159.44","-80.41","-0.26","-0.27","-0.26","-0.27","1.77","0.87","255"
"xmll_tol000","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-157.51","-90.54","-0.26","-0.3","-0.26","-0.3","1.31","0.79","181"
"xmll_tol020","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-171.63","-90","-0.29","-0.3","-0.29","-0.3","1.37","0.83","222"
"xmll_no_slope","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-148.23","-159.87","-0.25","-0.53","-0.25","-0.54","1.67","0.71","224"
"xmll_no_range","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-108.43","-68.15","-0.18","-0.23","-0.18","-0.23","1.1","0.89","281"
"xmll_tp125","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-185.37","-124.88","-0.31","-0.42","-0.31","-0.42","1.56","0.73","194"
"xmll_tp200","independent_m15_xag_lead_lag_pullback","discovery_model1","2","2","0","2","0","0","-112.88","-61.72","-0.19","-0.21","-0.19","-0.21","1.39","0.87","194"
