"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ProtectionBehaviorChanged","LowerNeighborBehaviorChanged","UpperNeighborBehaviorChanged","ContinuousNetAtLeastControlPlusFivePercent","StrongOnlyNetRetentionAtLeast97Percent","CagrGrowthAndRetentionGate","ProfitFactorAtLeastStrongOnly","DrawdownWithinFrozenLimits","RecoveryAtLeastStrongOnly","ReturnDrawdownAtLeastStrongOnly","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","StrongOnlyNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","StrongOnlyRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","20","20","21","1","True","False","True","True","True","False","False","False","False","True","True","True","True","True","False","False","False","False","False","2195.53","2391.89","2289.77","2276.59","2236.83","15.8168","16.562","17.1198","17.0212","15.4884","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","D6D608320EABFD333B311DDFEE0F17C4ABE66F64D6440B38269BE7D8B5BB7859"
