"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule","OriginalQueueRank"
"3","idb_buffer010","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\018_idb_buffer010_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\018_idb_buffer010_continuous_2015_2020_m1.ini","idb_buffer010_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer010_continuous_2015_2020_m1","146FAF4C090D1B84AEA7C3690EE48E922F934C1A2B02655CC38F942052D1797D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","27"
