Status,ReportsParsed,IdentityAcceptedReports,TotalAttempts,IdentityRefusals,AllWindowsPositive,CenterBehaviorChanged,CenterNoWorseDisjointEras,CenterGrowthGate,CenterCagrGate,CenterEfficiencyGate,CenterRiskGate,CenterTradeCountGate,IncrementalNetRetentionPercent,IncrementalNetRetentionGate,ImprovesBroadReferenceEfficiency,PassingOrthogonalNeighbors,NeighborhoodGate,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,BroadReferenceNetProfit,CenterNetProfit,SourceSha256,BinarySha256,CenterProfileSha256,ManifestSha256
REJECTED_IN_DISCOVERY,21,21,22,1,True,True,True,False,False,True,True,True,54.59,True,True,0,False,False,False,False,False,False,1353.74,1403.09,1380.68,3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F,37CDEA025C4C66BD79022335B542E987775DC8CF1FCD7175D2C70C3E6558A8BD,5A6988527BD8D130D42637B1906FBADBED37E4C45E8CDBDFC5D1D4C2D39F488F,8CA894BA7C87358057D74B78693BCFA53F7B151B15B86241DB4C0DAD03D43BDC
