"QueueRank","Wave","Role","Candidate","Profile","Set","Window","From","To","Model","Deposit","InitialDeposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","SourceSha256","ConfigSha256","MinNetProfit","MinProfitFactor","MinTrades","MaxDrawdownPercent","MinRecoveryFactor","MinCagrPercent","MaxParallelism","StopRule","Status"
"1","1","training","rdmc_momentum_breakout_retest_v5","rdmc_momentum_breakout_retest_v5","frozen_breakout_retest","2015_2018","2015.01.01","2018.12.31","1","10000","10000","outputs\rdmc_momentum_breakout_retest_v5_package\configs\001_rdmc_mbr5_w01_m1_training_2015_2018.ini","outputs\rdmc_momentum_breakout_retest_v5_package\configs\001_rdmc_mbr5_w01_m1_training_2015_2018.ini","rdmc_mbr5_w01_m1_training_2015_2018","outputs\rdmc_momentum_breakout_retest_v5_package\reports_here\rdmc_mbr5_w01_m1_training_2015_2018","7DE7BEC73E5A4E34311D3ED0959F4E610B46AB8D6CC3E29D13B22AC34C1DAA2C","98578500821366CE7E89B0691BF47695733A492283E32FDC4B38CC5F216F974C","E8D3779F9807564506E33C223D936E816386D758F6745D0E805777300BE1755B","0.01","1.15","60","3","1","0","1","Reject before critical years if the older training era is not profitable, active, and risk-efficient.","FROZEN_STAGED_GATE"
"2","2","critical","rdmc_momentum_breakout_retest_v5","rdmc_momentum_breakout_retest_v5","frozen_breakout_retest","2019","2019.01.01","2019.12.31","1","10000","10000","outputs\rdmc_momentum_breakout_retest_v5_package\configs\002_rdmc_mbr5_w02_m1_critical_2019.ini","outputs\rdmc_momentum_breakout_retest_v5_package\configs\002_rdmc_mbr5_w02_m1_critical_2019.ini","rdmc_mbr5_w02_m1_critical_2019","outputs\rdmc_momentum_breakout_retest_v5_package\reports_here\rdmc_mbr5_w02_m1_critical_2019","7DE7BEC73E5A4E34311D3ED0959F4E610B46AB8D6CC3E29D13B22AC34C1DAA2C","98578500821366CE7E89B0691BF47695733A492283E32FDC4B38CC5F216F974C","9CA18143EAE9AE0B78EC68E3F8ACD7A263714C08DFAE1D6E9C8F85D834B2D8F1","0.01","1.05","15","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","FROZEN_STAGED_GATE"
"3","2","critical","rdmc_momentum_breakout_retest_v5","rdmc_momentum_breakout_retest_v5","frozen_breakout_retest","2022","2022.01.01","2022.12.31","1","10000","10000","outputs\rdmc_momentum_breakout_retest_v5_package\configs\003_rdmc_mbr5_w02_m1_critical_2022.ini","outputs\rdmc_momentum_breakout_retest_v5_package\configs\003_rdmc_mbr5_w02_m1_critical_2022.ini","rdmc_mbr5_w02_m1_critical_2022","outputs\rdmc_momentum_breakout_retest_v5_package\reports_here\rdmc_mbr5_w02_m1_critical_2022","7DE7BEC73E5A4E34311D3ED0959F4E610B46AB8D6CC3E29D13B22AC34C1DAA2C","98578500821366CE7E89B0691BF47695733A492283E32FDC4B38CC5F216F974C","BF5B8BDD059283A561602BD2743FC779445B470D360EC82EF4EA3B3F579BB764","0.01","1.05","20","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","FROZEN_STAGED_GATE"
