"QueueRank","Candidate","Role","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","BaseProfileSha256","ContractSha256","RVMinimumDIEdge","D1MomentumCapEnabled","D1MomentumLookbackBars","MaximumAbsoluteD1MomentumPercent","StopRule"
"1","rdmc_released_control","released_control","year_2015","2015.01.01","2015.12.31","1","10000","configs\001_rdmc_released_control_year_2015_m1.ini","rdmc_released_control_year_2015_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"2","rdmc_released_control","released_control","year_2016","2016.01.01","2016.12.31","1","10000","configs\002_rdmc_released_control_year_2016_m1.ini","rdmc_released_control_year_2016_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"3","rdmc_released_control","released_control","year_2017","2017.01.01","2017.12.31","1","10000","configs\003_rdmc_released_control_year_2017_m1.ini","rdmc_released_control_year_2017_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"4","rdmc_released_control","released_control","year_2018","2018.01.01","2018.12.31","1","10000","configs\004_rdmc_released_control_year_2018_m1.ini","rdmc_released_control_year_2018_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"5","rdmc_released_control","released_control","year_2019","2019.01.01","2019.12.31","1","10000","configs\005_rdmc_released_control_year_2019_m1.ini","rdmc_released_control_year_2019_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"6","rdmc_released_control","released_control","year_2020","2020.01.01","2020.12.31","1","10000","configs\006_rdmc_released_control_year_2020_m1.ini","rdmc_released_control_year_2020_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"7","rdmc_released_control","released_control","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\007_rdmc_released_control_continuous_2015_2020_m1.ini","rdmc_released_control_continuous_2015_2020_m1","profiles\rdmc_released_control.set","E0DA64904D97346CB11659256156834EDDED8BC839C85B095492870208ABF222","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-12.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"8","rdmc_di10_parent","di_parent","year_2015","2015.01.01","2015.12.31","1","10000","configs\008_rdmc_di10_parent_year_2015_m1.ini","rdmc_di10_parent_year_2015_m1","profiles\rdmc_di10_parent.set","9A5C91BCB4013C510D9AB1EB65083D302C7DF27C7FFA5B01C0A8F98C0EF22C66","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-10.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"9","rdmc_di10_parent","di_parent","year_2016","2016.01.01","2016.12.31","1","10000","configs\009_rdmc_di10_parent_year_2016_m1.ini","rdmc_di10_parent_year_2016_m1","profiles\rdmc_di10_parent.set","9A5C91BCB4013C510D9AB1EB65083D302C7DF27C7FFA5B01C0A8F98C0EF22C66","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-10.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
"10","rdmc_di10_parent","di_parent","year_2017","2017.01.01","2017.12.31","1","10000","configs\010_rdmc_di10_parent_year_2017_m1.ini","rdmc_di10_parent_year_2017_m1","profiles\rdmc_di10_parent.set","9A5C91BCB4013C510D9AB1EB65083D302C7DF27C7FFA5B01C0A8F98C0EF22C66","8B1761EC5F1310C0A961DE30495D4CF52969490A97392721B21424F7D7B8DA2B","8B3A06E9776EA99C1DDE02A14F098B0837653B34B0AAD56491D0FE0248FEEC57","0D1199E9BBDF4A9E02AE10359F912976246168FDA53A1917768BCADDD535AA67","-10.0","false","126","12.0","Every 2015-2020 year positive; continuous PF>=1.50, trades>=180, DD<=2.80%; net>=DI parent; DD<=DI parent; center plus one adjacent cap pass. No post-2020 data."
