"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CenterBeatsChampionEveryWindow","CenterBeatsStrongControlEveryWindow","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskAndActivityGate","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ChampionNetProfit","StrongControlNetProfit","CenterNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","SourceSha256","BinarySha256","CenterProfileSha256"
"REJECTED_IN_MODEL1","20","20","21","1","True","False","False","False","False","False","True","False","False","False","False","False","False","2195.53","2391.89","2344.44","2332.93","2398.19","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","9CFA366430CD5FFE35A9DDFA02F2A8777359DFC68BDEAC98C260327A2939206C"
