"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule"
"1","peak_r20_no_peaktrail_r10","1","single_profile","1","single_profile_model4","peak_r20_no_peaktrail_r10.set","continuous_2024_2026","2024.01.01","2026.07.12","4","configs\001_peak_r20_no_peaktrail_r10_continuous_2024_2026_m4.ini","peak_r20_no_peaktrail_r10_continuous_2024_2026_m4","profiles\peak_r20_no_peaktrail_r10.set","16330F4C03B53EC4B9CF6E50A0D00038315CA5904529AEF3F284223B173CF3B9","Reject for promotion if Model4 is red, too sparse, or drawdown remains above the strict safety band."
