"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","MinimumDayRangeADR","MinimumDirectionalMoveADR","MinimumVolumeRatio","MaximumADX","MinimumWickPercent","MinimumRiskReward","StopRule"
"1","aer_center","1","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_center.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\001_aer_center_older_2015_2018_m1.ini","aer_center_older_2015_2018_m1","profiles\aer_center.set","375EE7C0FF94F285AB1B69CF2381F4393B7330FD97E70098CF5A346ABC3E2FB0","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.85","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"2","aer_center","1","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_center.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\002_aer_center_discovery_2019_2020_m1.ini","aer_center_discovery_2019_2020_m1","profiles\aer_center.set","375EE7C0FF94F285AB1B69CF2381F4393B7330FD97E70098CF5A346ABC3E2FB0","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.85","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"3","aer_center","1","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_center.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\003_aer_center_continuous_2015_2020_m1.ini","aer_center_continuous_2015_2020_m1","profiles\aer_center.set","375EE7C0FF94F285AB1B69CF2381F4393B7330FD97E70098CF5A346ABC3E2FB0","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.85","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"4","aer_adr075","2","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_adr075.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\004_aer_adr075_older_2015_2018_m1.ini","aer_adr075_older_2015_2018_m1","profiles\aer_adr075.set","11951BB57A4584A1D883C808DD43DDEA37D1FAD18A440D1CA6DE5A019A7DF870","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.75","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"5","aer_adr075","2","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_adr075.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\005_aer_adr075_discovery_2019_2020_m1.ini","aer_adr075_discovery_2019_2020_m1","profiles\aer_adr075.set","11951BB57A4584A1D883C808DD43DDEA37D1FAD18A440D1CA6DE5A019A7DF870","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.75","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"6","aer_adr075","2","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_adr075.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\006_aer_adr075_continuous_2015_2020_m1.ini","aer_adr075_continuous_2015_2020_m1","profiles\aer_adr075.set","11951BB57A4584A1D883C808DD43DDEA37D1FAD18A440D1CA6DE5A019A7DF870","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.75","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"7","aer_adr095","3","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_adr095.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\007_aer_adr095_older_2015_2018_m1.ini","aer_adr095_older_2015_2018_m1","profiles\aer_adr095.set","FE9A34C575ACED38AA03B3AB1F9C932662D58E468DADE8A9F2248E40302ABE11","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.95","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"8","aer_adr095","3","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_adr095.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\008_aer_adr095_discovery_2019_2020_m1.ini","aer_adr095_discovery_2019_2020_m1","profiles\aer_adr095.set","FE9A34C575ACED38AA03B3AB1F9C932662D58E468DADE8A9F2248E40302ABE11","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.95","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"9","aer_adr095","3","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_adr095.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\009_aer_adr095_continuous_2015_2020_m1.ini","aer_adr095_continuous_2015_2020_m1","profiles\aer_adr095.set","FE9A34C575ACED38AA03B3AB1F9C932662D58E468DADE8A9F2248E40302ABE11","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.95","0.55","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
"10","aer_move045","4","independent_m15_adr_exhaustion_reversion","1","discovery_model1","aer_move045.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\010_aer_move045_older_2015_2018_m1.ini","aer_move045_older_2015_2018_m1","profiles\aer_move045.set","1155AEC53D958AD1390227C28ECE502DD4105D559F718EA53DA8E93209485E5C","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","15","0.85","0.45","0.90","32.0","40.0","1.15","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026."
