Status,CurrentExecutableGateStatus,ExecutableGatePass,ExecutableLedgerPresent,CostGatePass,OrderAwareMonteCarloPass,LaunchLocked,ForwardCandidateChanged,RealAccountApproved,ManifestSha256,SourceSha256,ProfileSha256,AnalyzerSha256,CoreSha256
AWAITING_EXECUTABLE_MT5_GATE,LOCKED_AWAITING_WAVE_01_REPORTS,False,False,False,False,True,False,False,4DB75F81EB1BF82DD4516654E2070D75563D904B7A17367629911EE261B0E18A,EC6F866B8F7786169F7B2ECE5553CF3A4DC6E6073D0B25389C16381B71FEF51F,746798EF260A375F8F8921DBC6D03CD3968ED38F5C105818598CA57572A0B883,DEC8A8C0B0CC6F3188157B12290258A4D7BFC23F9E76417A045F730A1159601B,2F9C27E68AA4F02EDCCC54E1950039B42CD01BF763103F8E61B59DB89729E5B7
