"Status","Candidates","ReportsParsed","ReportsIdentityPassed","ReproducedEmptyExports","ActiveProfiles","NumericPasses","DiscoveryEligible","HoldoutOpened","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","15","45","45","4","15","0","0","False","False","A47F7A8ED05916A07A7CCF713340C64B1DFF950504E28744212EA8FD5CA94F29","4687B90C11EBFE7AEA1B7CA9917053B9249FC16A6AFD5AF88954B26B43CE0CAB"
