Status,CurrentExecutableGateStatus,ExecutableGatePass,ExecutableLedgerPresent,CostGatePass,OrderAwareMonteCarloPass,LaunchLocked,StaticReadinessPass,SourceNormalizedToBase,PostHocCollisionScorePromoted,ForwardCandidateChanged,RealAccountApproved,ManifestSha256,SourceSha256,ProfileSha256,AnalyzerSha256,CoreSha256
AWAITING_EXECUTABLE_MT5_GATE,LOCKED_AWAITING_WAVE_01_REPORTS,False,False,False,False,True,True,True,False,False,False,EB48BDE3D67F9D16BAD427AB5ACC25BC8DFF8D8F29839EB95ADE615F59668972,104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8,8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E,E6DBC4878EA7B4360705394F9E659B566EBAD739E7F0C2A6D97BE5D5398DB11B,2F9C27E68AA4F02EDCCC54E1950039B42CD01BF763103F8E61B59DB89729E5B7
