"QueueRank","Candidate","Role","Window","From","To","Model","ProfileSha256","SourceSha256","BinarySha256","Status","InitialDeposit","NetProfit","TotalReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownPercent","RecoveryFactor","ReturnDrawdown","ReportSha256"
"1","mft_control","behavior_neutral_telemetry","continuous_2015_2020","2015.01.01","2020.12.31","1","F5F3C69A7A8084B2CC826C41F677CF33D6613C1FA4FD5591E9EB6A57299655AD","14F40409A6865F081774AEE18FEEC3E0F22ED1833F8ECAB54DD4BD852A3AD14B","A50D24418921D92A478EDA1EC38BD1BDE6D0E5A941BA5A5236C42BF530F014CB","PARSED","10000","1379.93","13.8","2.18","1.88","5.29","5.15","45.98","261","6","1.05","11.6775","13.1429","BD12FEFCA757889F5B0276717FEE90B0A5998EFBA052814E03A51EB9F7AA3060"
