"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"1","","wave_01_m1_critical","rdmc_money_ready_gate_repair_v1","frozen_gate_repair","2019","2019.01.01","2019.12.31","rdmc_mrgr_exec_w01_m1_critical_2019","PARSED","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2019.htm","10000","364","0.9966","-17.35","9982.65","-0.17","-0.17","-0.17","0","-5.78","-1.51","0","3","3","17.37","0.17","17.35","17.37","-0.9988"
"2","","wave_01_m1_critical","rdmc_money_ready_gate_repair_v1","frozen_gate_repair","2022","2022.01.01","2022.12.31","rdmc_mrgr_exec_w01_m1_critical_2022","PARSED","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2022.htm","10000","364","0.9966","-34.84","9965.16","-0.35","-0.35","-0.35","0.41","-4.98","-1.23","28.57","7","3","45.92","0.46","36.92","45.92","-0.7587"
