"QueueRank","Rank","Wave","Phase","Role","Candidate","Profile","Set","Window","From","To","Model","Deposit","InitialDeposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","SourceSha256","ConfigSha256","MinNetProfit","MinProfitFactor","MinTrades","MaxDrawdownPercent","MinRecoveryFactor","MinCagrPercent","MaxParallelism","StopRule","Status"
"1","1","1","wave_01_m1_critical","critical","rdmc_money_ready_gate_repair_v1","rdmc_money_ready_gate_repair_v1","frozen_gate_repair","2019","2019.01.01","2019.12.31","1","10000","10000","outputs\rdmc_money_ready_gate_repair_executable_package\configs\001_rdmc_mrgr_exec_w01_m1_critical_2019.ini","outputs\rdmc_money_ready_gate_repair_executable_package\configs\001_rdmc_mrgr_exec_w01_m1_critical_2019.ini","rdmc_mrgr_exec_w01_m1_critical_2019","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2019","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","B2A3DCD82E078D5D1B17170A48C2D6CA2BFE041D5E651919D863A9CDF92F4381","0.01","1.05","15","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","LOCKED_LOCAL_LAUNCH_DISABLED"
"2","2","1","wave_01_m1_critical","critical","rdmc_money_ready_gate_repair_v1","rdmc_money_ready_gate_repair_v1","frozen_gate_repair","2022","2022.01.01","2022.12.31","1","10000","10000","outputs\rdmc_money_ready_gate_repair_executable_package\configs\002_rdmc_mrgr_exec_w01_m1_critical_2022.ini","outputs\rdmc_money_ready_gate_repair_executable_package\configs\002_rdmc_mrgr_exec_w01_m1_critical_2022.ini","rdmc_mrgr_exec_w01_m1_critical_2022","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2022","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","BD8538B00257E8E8A3287ECEF4A8914FB5718A9896632B94C359B886D024D2AE","0.01","1.05","20","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","LOCKED_LOCAL_LAUNCH_DISABLED"
