Status,CurrentWave,PassedRows,TotalRows,NextAction,TerminalRejection,ExecutableGatePass,AnnualToContinuousNetRatio,ReportsPresent,LaunchLocked,StaticReadinessPass,SourceNormalizedToBase,PostHocCollisionScorePromoted,ForwardCandidateChanged,RealAccountApproved,ManifestSha256,SourceSha256,ProfileSha256
LOCKED_AWAITING_WAVE_01_REPORTS,1,0,24,WAIT_FOR_LAUNCH_UNLOCK_THEN_RUN_WAVE_01,False,False,,0,True,True,True,False,False,False,EB48BDE3D67F9D16BAD427AB5ACC25BC8DFF8D8F29839EB95ADE615F59668972,104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8,8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E
