"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","r10_a7_dfg_risk_25_45_50","1","peak_r20_oos_yearly","1","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2019_full","2019.01.01","2019.12.31","4","configs\001_r10_a7_dfg_risk_25_45_50_2019_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2019_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","44.3","1044.3","4.43","4.45","4.45","0","44.3","0.7072","100","1","0","24.94","2.39","24.94","24.94","1.823","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:34:12","2026-07-14T14:34:12"
"2","r10_a7_dfg_risk_25_45_50","2","peak_r20_oos_yearly","2","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2020_full","2020.01.01","2020.12.31","4","configs\002_r10_a7_dfg_risk_25_45_50_2020_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2020_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","-15.28","984.72","-1.53","-1.53","-1.53","0","-15.28","-4.7976","0","1","1","15.73","1.57","15.73","15.73","-0.9708","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:34:39","2026-07-14T14:34:39"
"3","r10_a7_dfg_risk_25_45_50","3","peak_r20_oos_yearly","3","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2021_full","2021.01.01","2021.12.31","4","configs\003_r10_a7_dfg_risk_25_45_50_2021_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2021_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","76.46","1076.46","7.65","7.67","7.67","4.2675","25.4867","2.6282","66.67","3","1","49.41","4.59","49.41","49.41","1.4852","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:35:03","2026-07-14T14:35:03"
"4","r10_a7_dfg_risk_25_45_50","4","peak_r20_oos_yearly","4","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2022_full","2022.01.01","2022.12.31","4","configs\004_r10_a7_dfg_risk_25_45_50_2022_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2022_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","37.31","1037.31","3.73","3.74","3.74","1.4936","4.6638","4.1585","33.33","8","3","62.73","6.05","62.73","62.73","0.5702","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:35:32","2026-07-14T14:35:32"
"5","r10_a7_dfg_risk_25_45_50","5","peak_r20_oos_yearly","5","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2023_full","2023.01.01","2023.12.31","4","configs\005_r10_a7_dfg_risk_25_45_50_2023_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2023_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","64","1064","6.4","6.42","6.42","0","32","1.8226","100","2","0","38.83","3.65","38.83","38.83","1.5881","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:36:03","2026-07-14T14:36:03"
"6","r10_a7_dfg_risk_25_45_50","6","peak_r20_oos_yearly","6","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2024_full","2024.01.01","2024.12.31","4","configs\006_r10_a7_dfg_risk_25_45_50_2024_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2024_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","15.09","1015.09","1.51","1.51","1.51","1.3244","3.7725","1.1837","25","4","3","62.88","6.2","62.88","62.88","0.2436","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:36:31","2026-07-14T14:36:31"
"7","r10_a7_dfg_risk_25_45_50","7","peak_r20_oos_yearly","7","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2025_full","2025.01.01","2025.12.31","4","configs\007_r10_a7_dfg_risk_25_45_50_2025_full_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2025_full_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","48.78","1048.78","4.88","4.89","4.9","8.4134","16.26","2.0996","66.67","3","1","32.14","3.06","32.14","32.14","1.471","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:36:56","2026-07-14T14:36:56"
"8","r10_a7_dfg_risk_25_45_50","8","peak_r20_oos_yearly","8","phase2_oos_yearly_model4","r10_a7_dfg_risk_25_45_50.set","2026_ytd","2026.01.01","2026.07.12","4","configs\008_r10_a7_dfg_risk_25_45_50_2026_ytd_m4.ini","peak_r20_oos_r10_a7_dfg_risk_25_45_50_2026_ytd_m4","profiles\r10_a7_dfg_risk_25_45_50.set","F98FCCA351A4007CAF465605F4D9BC19929EF9AD73250ACEF8713F7DD472C0F3","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","192","0.5257","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T14:37:49","2026-07-14T14:37:49"
