"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRefusals","AllWindowsPositive","CenterNoWorseDisjointEras","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskGate","CenterTradeCountGate","CenterBehaviorChanged","Bars2NeighborGate","Bars4NeighborGate","Buffer000NeighborGate","Buffer010NeighborGate","HoldoutValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","CenterMaxDrawdownPercent","BestEnabledCandidate","BestEnabledNetProfit","SourceSha256","BinarySha256","CenterProfileSha256"
"REJECTED_IN_DISCOVERY","18","18","20","2","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","1191.69","943.3","1.31","mobfe_bars2","1003.4","CBC2309B98AE3EC4969E52B4ADBD5E8A4EFCE8780E0654F5F9B1E9A36AD25EE4","412C2F81D9C6A0B4159AEBA677EF640BCE168E01FEC66AAA4F5DA1672EDEBA22","9FA0924A7352DE12400FCEADD7DD466392A1879C134B71A7AC90BA2F3AC67CB3"
