"QueueRank","Wave","Role","Window","Model","ExpectedReportName","Status","ReportPath","ReportIdentityPath","ReportIdentityReused","ReportSha256","ConfigSha256","SourceSha256","ProfileSha256","PortableBinarySha256","InitialDeposit","NetProfit","Balance","TotalReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","RecoveryFactor"
"1","1","critical","2019","1","rdmc_mld3_w01_m1_critical_2019","PARSED","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2019.htm","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2019.identity.json","False","F93E7A47FBCDA6C2C36263DEDD99BC77A5597BEDFAF961144E39D782C4E41933","EF1A8C2F5550E683544FE7953C03FFBCB7CB4EC793B2ADF4D89D27E392E8E43F","59A872EB7D4DA5159CDCAED791A51DF1C118F3E34EE460F0242BA486D7977370","ED26F488D5E3025093714BF1C376AEEF95868E60334ACFFF20CD375632D9028D","BCDB0C5A859636645D0AF12A945B138742DBFE726424CBFEC29633D5933F6D24","10000","3.15","10003.15","0.03","0.03","1.04","0.13","0.32","32","25","6","42.7","0.43","0.0738"
"2","1","critical","2022","1","rdmc_mld3_w01_m1_critical_2022","PARSED","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2022.htm","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2022.identity.json","False","BE1C2615B687C49DCF4F1EDD5427B91AE13D14F8C6CE2B9CAEE2E685F35AAE3B","84D87B91496D871235FDEA7D678D18BF256DB20030CB4559CCA0E25CF2F96EC8","59A872EB7D4DA5159CDCAED791A51DF1C118F3E34EE460F0242BA486D7977370","ED26F488D5E3025093714BF1C376AEEF95868E60334ACFFF20CD375632D9028D","BCDB0C5A859636645D0AF12A945B138742DBFE726424CBFEC29633D5933F6D24","10000","6.24","10006.24","0.06","0.06","1.04","0.23","0.38","37.04","27","4","106.87","1.07","0.0584"
