"EntryTime","ExitTime","EntryYear","EntryMonth","EntryHour","DayOfWeek","Symbol","Side","Volume","EntryPrice","ExitPrice","InitialStop","InitialTarget","InitialRiskMoney","RiskR","HoldMinutes","Profit","Winner","EntrySubtype","EntryComment","ExitComment"
"2015-01-05T18:00:00","2015-01-05T20:19:28","2015","1","18","Monday","XAUUSD","sell","0.09","1198.66","1203.23","1203.22","1189.7","41.04","-1.002193","139.47","-41.13","False","other","RRO;Band VWAP reversion;Upper","sl 1203.22"
"2015-01-08T06:00:00","2015-01-08T15:00:00","2015","1","6","Thursday","XAUUSD","sell","0.02","1207.33","1210.43","1214.53","1192.94","14.4","-0.430556","540","-6.2","False","other","MTSM_SELL",""
"2015-03-11T12:00:00","2015-03-12T01:05:00","2015","3","12","Wednesday","XAUUSD","sell","0.02","1158.38","1155.53","1165.01","1145.12","13.26","0.408748","785","5.42","True","other","MTSM_SELL",""
"2015-05-13T15:00:00","2015-05-13T16:39:30","2015","5","15","Wednesday","XAUUSD","buy","0.02","1197.21","1208.21","1191.72","1208.2","10.98","2.003643","99.5","22","True","other","MTSM_BUY","tp 1208.20"
"2015-06-03T20:00:00","2015-06-05T16:24:28","2015","6","20","Wednesday","XAUUSD","sell","0.01","1182.64","1164.85","1196.82","1154.27","14.18","1.979549","2664.47","28.07","True","other","ATB_H4_SELL","tp 1164.85"
"2015-06-04T16:00:00","2015-06-09T11:44:20","2015","6","16","Thursday","XAUUSD","sell","0.02","1178.93","1181.22","1185.97","1164.85","14.08","0.080256","6944.33","1.13","True","other","MTSM_SELL","sl 1181.22"
"2015-06-15T20:00:00","2015-06-16T16:11:29","2015","6","20","Monday","XAUUSD","sell","0.1","1188.24","1181.26","1190.97","1181.26","27.3","2.539927","1211.48","69.34","True","other","RRO;Band VWAP reversion;Upper","tp 1181.26"
"2015-06-30T14:00:00","2015-06-30T19:00:00","2015","6","14","Tuesday","XAUUSD","sell","0.03","1173.14","1176.7","1177.66","1164.1","13.56","-0.787611","300","-10.68","False","other","MTSM_SELL",""
"2015-06-30T16:00:00","2015-07-02T15:20:13","2015","6","16","Tuesday","XAUUSD","sell","0.01","1171.9","1159.12","1185.39","1144.92","13.49","1.876946","2840.22","25.32","True","other","ATB_H4_SELL","tp 1159.12"
"2015-07-02T10:00:00","2015-07-06T04:00:00","2015","7","10","Thursday","XAUUSD","sell","0.04","1165.45","1172.45","1168.62","1159.12","12.68","-0.066246","5400","-0.84","False","other","MTSM_SELL",""
"2015-07-06T11:00:00","2015-07-06T18:00:00","2015","7","11","Monday","XAUUSD","sell","0.03","1164.51","1167.53","1169.26","1155","14.25","-0.635789","420","-9.06","False","other","MTSM_SELL",""
"2015-07-07T16:00:00","2015-07-17T16:59:30","2015","7","16","Tuesday","XAUUSD","sell","0.01","1161.53","1134.86","1174.86","1134.87","13.33","1.957239","14459.5","26.09","True","other","ATB_H4_SELL","tp 1134.87"
"2015-07-22T15:00:00","2015-07-23T02:00:00","2015","7","15","Wednesday","XAUUSD","sell","0.01","1088.5","1095.55","1096.78","1071.94","8.28","-0.868357","660","-7.19","False","other","MTSM_SELL",""
"2015-07-31T10:00:00","2015-07-31T15:30:40","2015","7","10","Friday","XAUUSD","sell","0.03","1081.72","1086.59","1086.57","1072.03","14.55","-1.004124","330.67","-14.61","False","other","MTSM_SELL","sl 1086.57"
"2015-09-03T13:00:00","2015-09-03T15:43:42","2015","9","13","Thursday","XAUUSD","sell","0.03","1130.45","1122.44","1134.45","1122.45","12","2.0025","163.7","24.03","True","other","MTSM_SELL","tp 1122.45"
"2015-10-02T10:00:00","2015-10-02T15:15:28","2015","10","10","Friday","XAUUSD","sell","0.05","1109.93","1109.64","1112.93","1103.93","15","0.096667","315.47","1.45","True","other","MTSM_SELL","sl 1109.63"
"2015-10-28T08:00:00","2015-10-28T12:00:00","2015","10","8","Wednesday","XAUUSD","buy","0.01","1171.15","1171.77","1160.25","1192.95","10.9","0.056881","240","0.62","True","other","ATB_H4_BUY",""
"2015-11-05T18:00:00","2015-11-05T22:32:17","2015","11","18","Thursday","XAUUSD","buy","0.1","1107.32","1103.92","1103.93","1114.91","33.9","-1.00295","272.28","-34","False","other","RRO;Band VWAP reversion;Lower","sl 1103.93"
"2015-11-11T17:00:00","2015-11-12T03:00:00","2015","11","17","Wednesday","XAUUSD","sell","0.03","1085.92","1088.31","1090.25","1077.26","12.99","-0.583526","600","-7.58","False","other","MTSM_SELL",""
"2015-11-20T13:00:00","2015-11-20T19:18:05","2015","11","13","Friday","XAUUSD","sell","0.1","1085.84","1076.23","1088.45","1076.25","26.1","3.681992","378.08","96.1","True","other","RRO;Band VWAP reversion;Upper","tp 1076.25"
