"QueueRank","Profile","Candidate","Phase","Set","Window","From","To","Model","Deposit","RiskScale","RVRiskPercent","MORiskPercent","ATBRiskPercent","PortfolioOpenRiskPercent","PackageConfig","ExpectedReportName","ReportDestination","ConfigSha256","SourceSha256","ProfileSha256"
"2","tlat_rc2_decomp_atb125","tlat_rc2_decomp_atb125","growthdecomp","trade_ready_rc2","older_2015_2018","2015.01.01","2018.12.31","4","10000","atb_1.25","0.45","0.15","0.125","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\005_tlat_rc2_decomp_atb125_older_2015_2018_m4.ini","tlat_rc2_decomp_atb125_older_2015_2018_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb125_older_2015_2018_m4","0AF1810CC410756EB26BD3C33D351C2D78F3D3CE78A2A690191E3442B5333EF9","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","87E108850E8E5AD6CFCF61134C5B3911707C9955DB1C50817493C9E33085C516"
"4","tlat_rc2_decomp_atb125","tlat_rc2_decomp_atb125","growthdecomp","trade_ready_rc2","middle_2019_2022","2019.01.01","2022.12.31","4","10000","atb_1.25","0.45","0.15","0.125","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\006_tlat_rc2_decomp_atb125_middle_2019_2022_m4.ini","tlat_rc2_decomp_atb125_middle_2019_2022_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb125_middle_2019_2022_m4","4E19B3627D3A2175C4AA8962EEE7E783901FB9FB79308AED18FA4CFCBE1F9633","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","87E108850E8E5AD6CFCF61134C5B3911707C9955DB1C50817493C9E33085C516"
"6","tlat_rc2_decomp_atb125","tlat_rc2_decomp_atb125","growthdecomp","trade_ready_rc2","recent_2023_2026","2023.01.01","2026.07.12","4","10000","atb_1.25","0.45","0.15","0.125","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\007_tlat_rc2_decomp_atb125_recent_2023_2026_m4.ini","tlat_rc2_decomp_atb125_recent_2023_2026_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb125_recent_2023_2026_m4","F973D8D028FF3D6D9E9CD2956CBE3564FE98B75E17C8C0998601E8ED7339E8C7","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","87E108850E8E5AD6CFCF61134C5B3911707C9955DB1C50817493C9E33085C516"
"8","tlat_rc2_decomp_atb125","tlat_rc2_decomp_atb125","growthdecomp","trade_ready_rc2","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","atb_1.25","0.45","0.15","0.125","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\008_tlat_rc2_decomp_atb125_continuous_2015_2026_m4.ini","tlat_rc2_decomp_atb125_continuous_2015_2026_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb125_continuous_2015_2026_m4","D43F6F34F2FDFCC784CCDADD5BB84749C59EB7C8B44CDAB4326D18CF143C1292","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","87E108850E8E5AD6CFCF61134C5B3911707C9955DB1C50817493C9E33085C516"
"10","tlat_rc2_decomp_atb150","tlat_rc2_decomp_atb150","growthdecomp","trade_ready_rc2","older_2015_2018","2015.01.01","2018.12.31","4","10000","atb_1.50","0.45","0.15","0.15","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\009_tlat_rc2_decomp_atb150_older_2015_2018_m4.ini","tlat_rc2_decomp_atb150_older_2015_2018_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb150_older_2015_2018_m4","3CF938D8D4DA2F32551230819D980A4229E6AA7CAABE6EFF70592CEAF9729EB8","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","705E2154CF6D123151B67757FFCA3EBF7D8BD525CD859E8237F89674CF70DC4E"
"12","tlat_rc2_decomp_atb150","tlat_rc2_decomp_atb150","growthdecomp","trade_ready_rc2","middle_2019_2022","2019.01.01","2022.12.31","4","10000","atb_1.50","0.45","0.15","0.15","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\010_tlat_rc2_decomp_atb150_middle_2019_2022_m4.ini","tlat_rc2_decomp_atb150_middle_2019_2022_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb150_middle_2019_2022_m4","4E825DF42E506D07C4D78A6AAD8C514E902CAD6BAB47B761EC4F323970E9A273","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","705E2154CF6D123151B67757FFCA3EBF7D8BD525CD859E8237F89674CF70DC4E"
"14","tlat_rc2_decomp_atb150","tlat_rc2_decomp_atb150","growthdecomp","trade_ready_rc2","recent_2023_2026","2023.01.01","2026.07.12","4","10000","atb_1.50","0.45","0.15","0.15","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\011_tlat_rc2_decomp_atb150_recent_2023_2026_m4.ini","tlat_rc2_decomp_atb150_recent_2023_2026_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb150_recent_2023_2026_m4","FDDBBBD8FA91749AF4B258B2B320E2CE315B3D90C538CB03FADE97CBD5B88A3F","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","705E2154CF6D123151B67757FFCA3EBF7D8BD525CD859E8237F89674CF70DC4E"
"16","tlat_rc2_decomp_atb150","tlat_rc2_decomp_atb150","growthdecomp","trade_ready_rc2","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","atb_1.50","0.45","0.15","0.15","0.75","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\configs\012_tlat_rc2_decomp_atb150_continuous_2015_2026_m4.ini","tlat_rc2_decomp_atb150_continuous_2015_2026_m4","outputs\three_lane_trade_ready_rc2_growth_decomp_model4_package\reports_here\tlat_rc2_decomp_atb150_continuous_2015_2026_m4","757D2149B53DD473323C2259387C26D3412189556C0CE07A8FFEDD74CF01C57B","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","705E2154CF6D123151B67757FFCA3EBF7D8BD525CD859E8237F89674CF70DC4E"
