"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mar10_may10","7","7","4592.73","3746.45","1194.44","-348.16","0","","-348.16","1"
"micro_reversion_low","7","7","2794.36","1262.72","8.62","159.06","1262.72","","4.82","0"
"jan_combo_strict","7","7","2204.43","975.7","64.06","220.34","975.7","","-18.1","2"
"jan_session_balanced","7","7","2137.06","972.79","28.72","173.27","972.79","","-20.68","2"
"jan_session_anatomy","7","7","2205.66","971.57","64.06","217.74","971.57","","-10.69","2"
"lowrisk_unlock","7","7","2276.21","26.38","51.37","2100.07","26.38","","0","0"
