"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"aug_risk040","7","7","9076.01","5773.88","676.1","214.18","2348.11","","0","0"
