"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","re_base","2019_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\001_re_base_2019_full_m1.ini","True","re_risk_re_base_2019_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2019_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:18:32","2026-07-14T17:18:44"
"2","re_base","2021_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\002_re_base_2021_full_m1.ini","True","re_risk_re_base_2021_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2021_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:18:44","2026-07-14T17:18:55"
"3","re_base","2023_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\003_re_base_2023_full_m1.ini","True","re_risk_re_base_2023_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2023_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:18:55","2026-07-14T17:19:06"
"4","re_base","2024_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\004_re_base_2024_full_m1.ini","True","re_risk_re_base_2024_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2024_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:19:06","2026-07-14T17:19:17"
"5","re_base","2026_ytd","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\005_re_base_2026_ytd_m1.ini","True","re_risk_re_base_2026ytd_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2026ytd_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:19:17","2026-07-14T17:19:29"
"6","re_may100","2019_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\006_re_may100_2019_full_m1.ini","True","re_risk_re_may100_2019_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may100_2019_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:19:29","2026-07-14T17:19:42"
"7","re_may100","2021_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\007_re_may100_2021_full_m1.ini","True","re_risk_re_may100_2021_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may100_2021_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:19:42","2026-07-14T17:19:53"
"8","re_may100","2023_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\008_re_may100_2023_full_m1.ini","True","re_risk_re_may100_2023_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may100_2023_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:19:53","2026-07-14T17:20:04"
"9","re_may100","2024_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\009_re_may100_2024_full_m1.ini","True","re_risk_re_may100_2024_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may100_2024_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:20:04","2026-07-14T17:20:16"
"10","re_may100","2026_ytd","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_risk_shape_probe_package\configs\010_re_may100_2026_ytd_m1.ini","True","re_risk_re_may100_2026ytd_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may100_2026ytd_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:20:16","2026-07-14T17:20:27"
