"Status","ReportsParsed","IdentityValidReports","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ContinuousNetAtLeastControlPlusFivePercent","CagrAtLeastControlPlusPointZeroEight","ProfitFactorAtLeastControl","DrawdownWithinFrozenLimits","RecoveryAtLeastControl","ReturnDrawdownAtLeastControl","ContinuousTradesAtLeast400","Model4Permitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","16","16","1","True","False","False","False","True","True","True","True","True","False","False","False","False","2195.53","2182.92","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","AF69F3EC4C0D179C322598A980012B96F258169B01B65E2A47D44A4DC3CAEB7D"
