"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","di_m12","1","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2015","2015.01.01","2015.12.31","4","configs\001_htf_band_reversion_di_m12_2015_m4.ini","htf_band_reversion_di_m12_2015_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2015_m4.htm","10000","364","0.9966","31.05","10031.05","0.31","0.31","0.31","2.83","15.52","2.58","50","2","1","27.8","0.28","17","27.8","1.12","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","di_m12","2","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2016","2016.01.01","2016.12.31","4","configs\002_htf_band_reversion_di_m12_2016_m4.ini","htf_band_reversion_di_m12_2016_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2016_m4.htm","10000","365","0.9993","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","di_m12","3","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2017","2017.01.01","2017.12.31","4","configs\003_htf_band_reversion_di_m12_2017_m4.ini","htf_band_reversion_di_m12_2017_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2017_m4.htm","10000","364","0.9966","12.19","10012.19","0.12","0.12","0.12","1.54","4.06","1.1","33.33","3","1","27.75","0.28","12.38","27.75","0.44","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","di_m12","4","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2018","2018.01.01","2018.12.31","4","configs\004_htf_band_reversion_di_m12_2018_m4.ini","htf_band_reversion_di_m12_2018_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2018_m4.htm","10000","364","0.9966","41.95","10041.95","0.42","0.42","0.42","3.42","10.49","6.78","50","4","1","17.6","0.18","8.85","17.6","2.38","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","di_m12","5","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2019","2019.01.01","2019.12.31","4","configs\005_htf_band_reversion_di_m12_2019_m4.ini","htf_band_reversion_di_m12_2019_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2019_m4.htm","10000","364","0.9966","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","di_m12","6","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2020","2020.01.01","2020.12.31","4","configs\006_htf_band_reversion_di_m12_2020_m4.ini","htf_band_reversion_di_m12_2020_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2020_m4.htm","10000","365","0.9993","-49.23","9950.77","-0.49","-0.49","-0.49","0.48","-8.21","-0.71","16.67","6","5","105.18","1.05","93.9","105.18","-0.47","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","di_m12","7","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2021","2021.01.01","2021.12.31","4","configs\007_htf_band_reversion_di_m12_2021_m4.ini","htf_band_reversion_di_m12_2021_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2021_m4.htm","10000","364","0.9966","200.32","10200.32","2","2.01","2.01","8.95","28.62","8.4","71.43","7","1","33.28","0.33","12.75","33.28","6.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","di_m12","8","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2022","2022.01.01","2022.12.31","4","configs\008_htf_band_reversion_di_m12_2022_m4.ini","htf_band_reversion_di_m12_2022_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2022_m4.htm","10000","364","0.9966","44","10044","0.44","0.44","0.44","5.19","22","3.36","50","2","1","25.85","0.26","10.5","25.85","1.7","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","di_m12","9","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2023","2023.01.01","2023.12.31","4","configs\009_htf_band_reversion_di_m12_2023_m4.ini","htf_band_reversion_di_m12_2023_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2023_m4.htm","10000","364","0.9966","90","10090","0.9","0.9","0.9","0","30","2.29","100","3","0","34.85","0.35","0","34.85","2.58","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","di_m12","10","htf_band_reversion_di_gate","1","yearly_model4","htf_band_reversion_di_m12.set","2024","2024.01.01","2024.12.31","4","configs\010_htf_band_reversion_di_m12_2024_m4.ini","htf_band_reversion_di_m12_2024_m4","profiles\htf_band_reversion_di_m12.set","A6CD0731EB010F061A97F2CBAF3023BDFF89D49233FFADB64671E3778B2422F7","Require no losing active year, useful activity across regimes, and yearly restart sum consistent with continuous Model4.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\htf_band_reversion_di_m12_2024_m4.htm","10000","365","0.9993","-2.65","9997.35","-0.03","-0.03","-0.03","0.96","-0.53","-0.06","20","5","4","108.48","1.08","62.09","108.48","-0.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
