"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"34","re_ny_end16","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\034_re_ny_end16_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\034_re_ny_end16_2024_full_m1.ini","re_risk_re_ny_end16_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny_end16_2024_m1","1510D1268AAADDADC8C6E63235B298FD13847002C3E820FD50156E41447985DA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"35","re_ny_end16","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\035_re_ny_end16_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\035_re_ny_end16_2026_ytd_m1.ini","re_risk_re_ny_end16_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny_end16_2026ytd_m1","1510D1268AAADDADC8C6E63235B298FD13847002C3E820FD50156E41447985DA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"36","re_ny16_may140_lot030","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\036_re_ny16_may140_lot030_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\036_re_ny16_may140_lot030_2019_full_m1.ini","re_risk_re_ny16_may140_lot030_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny16_may140_lot030_2019_m1","A81C97F744F9357F537922639A40CEF3F3A1EA424459737F68119BADA6E6D4E7","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"37","re_ny16_may140_lot030","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\037_re_ny16_may140_lot030_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\037_re_ny16_may140_lot030_2021_full_m1.ini","re_risk_re_ny16_may140_lot030_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny16_may140_lot030_2021_m1","A81C97F744F9357F537922639A40CEF3F3A1EA424459737F68119BADA6E6D4E7","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"38","re_ny16_may140_lot030","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\038_re_ny16_may140_lot030_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\038_re_ny16_may140_lot030_2023_full_m1.ini","re_risk_re_ny16_may140_lot030_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny16_may140_lot030_2023_m1","A81C97F744F9357F537922639A40CEF3F3A1EA424459737F68119BADA6E6D4E7","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"39","re_ny16_may140_lot030","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\039_re_ny16_may140_lot030_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\039_re_ny16_may140_lot030_2024_full_m1.ini","re_risk_re_ny16_may140_lot030_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny16_may140_lot030_2024_m1","A81C97F744F9357F537922639A40CEF3F3A1EA424459737F68119BADA6E6D4E7","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"40","re_ny16_may140_lot030","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\040_re_ny16_may140_lot030_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\040_re_ny16_may140_lot030_2026_ytd_m1.ini","re_risk_re_ny16_may140_lot030_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_ny16_may140_lot030_2026ytd_m1","A81C97F744F9357F537922639A40CEF3F3A1EA424459737F68119BADA6E6D4E7","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"41","re_dgfq_default","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\041_re_dgfq_default_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\041_re_dgfq_default_2019_full_m1.ini","re_risk_re_dgfq_default_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_default_2019_m1","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"42","re_dgfq_default","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\042_re_dgfq_default_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\042_re_dgfq_default_2021_full_m1.ini","re_risk_re_dgfq_default_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_default_2021_m1","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"43","re_dgfq_default","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\043_re_dgfq_default_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\043_re_dgfq_default_2023_full_m1.ini","re_risk_re_dgfq_default_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_default_2023_m1","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"44","re_dgfq_default","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\044_re_dgfq_default_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\044_re_dgfq_default_2024_full_m1.ini","re_risk_re_dgfq_default_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_default_2024_m1","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"45","re_dgfq_default","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\045_re_dgfq_default_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\045_re_dgfq_default_2026_ytd_m1.ini","re_risk_re_dgfq_default_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_default_2026ytd_m1","DF14CA7101B2DE1FBDC2A98123C4D6FA9300CBAA06504406E63873FC76069A14","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"46","re_dgfq_pa6_smq4","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\046_re_dgfq_pa6_smq4_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\046_re_dgfq_pa6_smq4_2019_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_pa6_smq4_2019_m1","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
