"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"47","re_dgfq_pa6_smq4","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\047_re_dgfq_pa6_smq4_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\047_re_dgfq_pa6_smq4_2021_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_pa6_smq4_2021_m1","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"48","re_dgfq_pa6_smq4","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\048_re_dgfq_pa6_smq4_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\048_re_dgfq_pa6_smq4_2023_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_pa6_smq4_2023_m1","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"49","re_dgfq_pa6_smq4","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\049_re_dgfq_pa6_smq4_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\049_re_dgfq_pa6_smq4_2024_full_m1.ini","re_risk_re_dgfq_pa6_smq4_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_pa6_smq4_2024_m1","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"50","re_dgfq_pa6_smq4","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\050_re_dgfq_pa6_smq4_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\050_re_dgfq_pa6_smq4_2026_ytd_m1.ini","re_risk_re_dgfq_pa6_smq4_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_pa6_smq4_2026ytd_m1","A035FCE1036E059F404642E1B2382B3AEBFB9A2C9F0F81B4417BE99CEC868DDB","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"51","re_dgfq_struct","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\051_re_dgfq_struct_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\051_re_dgfq_struct_2019_full_m1.ini","re_risk_re_dgfq_struct_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_2019_m1","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"52","re_dgfq_struct","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\052_re_dgfq_struct_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\052_re_dgfq_struct_2021_full_m1.ini","re_risk_re_dgfq_struct_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_2021_m1","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"53","re_dgfq_struct","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\053_re_dgfq_struct_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\053_re_dgfq_struct_2023_full_m1.ini","re_risk_re_dgfq_struct_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_2023_m1","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"54","re_dgfq_struct","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\054_re_dgfq_struct_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\054_re_dgfq_struct_2024_full_m1.ini","re_risk_re_dgfq_struct_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_2024_m1","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"55","re_dgfq_struct","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\055_re_dgfq_struct_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\055_re_dgfq_struct_2026_ytd_m1.ini","re_risk_re_dgfq_struct_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_2026ytd_m1","01F4739E0D5FC6FF48DCF0E86DA38825D0F19DDB1AD5BDE807F40E1FFCD9499C","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"56","re_dgfq_struct_liq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\056_re_dgfq_struct_liq_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\056_re_dgfq_struct_liq_2019_full_m1.ini","re_risk_re_dgfq_struct_liq_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_liq_2019_m1","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"57","re_dgfq_struct_liq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\057_re_dgfq_struct_liq_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\057_re_dgfq_struct_liq_2021_full_m1.ini","re_risk_re_dgfq_struct_liq_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_liq_2021_m1","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"58","re_dgfq_struct_liq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\058_re_dgfq_struct_liq_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\058_re_dgfq_struct_liq_2023_full_m1.ini","re_risk_re_dgfq_struct_liq_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_liq_2023_m1","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"59","re_dgfq_struct_liq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\059_re_dgfq_struct_liq_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\059_re_dgfq_struct_liq_2024_full_m1.ini","re_risk_re_dgfq_struct_liq_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_liq_2024_m1","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"60","re_dgfq_struct_liq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\060_re_dgfq_struct_liq_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\060_re_dgfq_struct_liq_2026_ytd_m1.ini","re_risk_re_dgfq_struct_liq_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_dgfq_struct_liq_2026ytd_m1","71AA8B543211BB7F8C96B6A6C9C92F9DC6AB6DF13D836A8E2EC064F3DEE9C112","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"61","re_may140_dgfq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\061_re_may140_dgfq_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\061_re_may140_dgfq_2019_full_m1.ini","re_risk_re_may140_dgfq_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_may140_dgfq_2019_m1","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"62","re_may140_dgfq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\062_re_may140_dgfq_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\062_re_may140_dgfq_2021_full_m1.ini","re_risk_re_may140_dgfq_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_may140_dgfq_2021_m1","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"63","re_may140_dgfq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\063_re_may140_dgfq_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\063_re_may140_dgfq_2023_full_m1.ini","re_risk_re_may140_dgfq_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_may140_dgfq_2023_m1","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"64","re_may140_dgfq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\064_re_may140_dgfq_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\064_re_may140_dgfq_2024_full_m1.ini","re_risk_re_may140_dgfq_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_may140_dgfq_2024_m1","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"65","re_may140_dgfq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\065_re_may140_dgfq_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\065_re_may140_dgfq_2026_ytd_m1.ini","re_risk_re_may140_dgfq_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_may140_dgfq_2026ytd_m1","E04386B5103B7935900F927B47D72F9D86F69F42390D51B709528331D0286FDA","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"66","re_blockliq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\066_re_blockliq_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\066_re_blockliq_2019_full_m1.ini","re_risk_re_blockliq_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_2019_m1","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"67","re_blockliq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\067_re_blockliq_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\067_re_blockliq_2021_full_m1.ini","re_risk_re_blockliq_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_2021_m1","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"68","re_blockliq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\068_re_blockliq_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\068_re_blockliq_2023_full_m1.ini","re_risk_re_blockliq_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_2023_m1","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"69","re_blockliq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\069_re_blockliq_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\069_re_blockliq_2024_full_m1.ini","re_risk_re_blockliq_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_2024_m1","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"70","re_blockliq","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\070_re_blockliq_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\070_re_blockliq_2026_ytd_m1.ini","re_risk_re_blockliq_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_2026ytd_m1","4B80159EBAC068E267B13429D8B66214B5B8D341F16F876B7198EE2E330E8B84","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"71","re_blockliq_may140","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\071_re_blockliq_may140_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\071_re_blockliq_may140_2019_full_m1.ini","re_risk_re_blockliq_may140_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may140_2019_m1","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"72","re_blockliq_may140","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\072_re_blockliq_may140_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\072_re_blockliq_may140_2021_full_m1.ini","re_risk_re_blockliq_may140_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may140_2021_m1","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"73","re_blockliq_may140","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\073_re_blockliq_may140_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\073_re_blockliq_may140_2023_full_m1.ini","re_risk_re_blockliq_may140_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may140_2023_m1","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"74","re_blockliq_may140","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\074_re_blockliq_may140_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\074_re_blockliq_may140_2024_full_m1.ini","re_risk_re_blockliq_may140_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may140_2024_m1","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"75","re_blockliq_may140","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\075_re_blockliq_may140_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\075_re_blockliq_may140_2026_ytd_m1.ini","re_risk_re_blockliq_may140_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may140_2026ytd_m1","832670B36B038C7B15CC487CFA9B32206946AE67070A9A76E4C0CEEA05D9D733","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"76","re_blockliq_may100","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\076_re_blockliq_may100_2019_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\076_re_blockliq_may100_2019_full_m1.ini","re_risk_re_blockliq_may100_2019_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may100_2019_m1","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"77","re_blockliq_may100","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\077_re_blockliq_may100_2021_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\077_re_blockliq_may100_2021_full_m1.ini","re_risk_re_blockliq_may100_2021_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may100_2021_m1","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"78","re_blockliq_may100","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_risk_shape_probe_package\configs\078_re_blockliq_may100_2023_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\078_re_blockliq_may100_2023_full_m1.ini","re_risk_re_blockliq_may100_2023_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may100_2023_m1","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"79","re_blockliq_may100","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_risk_shape_probe_package\configs\079_re_blockliq_may100_2024_full_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\079_re_blockliq_may100_2024_full_m1.ini","re_risk_re_blockliq_may100_2024_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may100_2024_m1","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"80","re_blockliq_may100","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_risk_shape_probe_package\configs\080_re_blockliq_may100_2026_ytd_m1.ini","outputs\range_elite_risk_shape_probe_package\configs\080_re_blockliq_may100_2026_ytd_m1.ini","re_risk_re_blockliq_may100_2026ytd_m1","outputs\range_elite_risk_shape_probe_package\reports_here\re_risk_re_blockliq_may100_2026ytd_m1","C0E1030FC65F923CB4B34F670BF11641C1A27EB18EC039D7D228EDD425E8744B","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
