"Status","Profiles","ReportsParsed","NumericPasses","Model4Eligible","Model4Permitted","ReleasedCandidateChanged","ControlNetProfit","SourceSha256","ResultsSha256"
"REJECTED_IN_MODEL1","7","28","0","0","False","False","1616.49","5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3","AAE85570864C80F3C9B947CB2F04E936ECFEB04CFB43FD0346BB976968FA5EA2"
