"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"qtp_conservative","17","17","14072.1","6763.86","1107.93","214.3","2473.48","","0","0"
"runner_conservative","17","17","14072.1","6763.86","1107.93","214.3","2473.48","","0","0"
"base_range_elite","17","17","14072.1","6763.86","1107.93","214.3","2473.48","","0","0"
"may325_lot045","17","17","9582.02","1575.05","1198.65","214.3","1575.05","","-216.06","1"
"may325_lot042_runner","17","17","10042.82","1485.56","1217.07","214.3","1485.56","","0","0"
"may325_lot042","17","17","10042.82","1485.56","1217.07","214.3","1485.56","","0","0"
