"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","sslc_control","year_2015","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","3A13744CCA370AA91ECBE698C45D997AE77D32A8ABABAF120E317F156A914894","5A88EB201AAA2F9411D2AC9672AB696A9EED26DEFD6FE25BD9829E4014C8A671","True","False","2026-07-20T01:00:41","2026-07-20T01:01:31"
"2","sslc_control","year_2016","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","482F120118173450F1C7C06017FAAA42938B577D7866473773241D09C054028A","2064AFA45BC543CF58316A20349B03F4B38D16699829CEDECF5BF3D70F34AD14","True","False","2026-07-20T01:00:41","2026-07-20T01:01:39"
"3","sslc_control","year_2017","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","057DAD7380EDADC221AA477F62EEA7DD6AF5ECC7235868ED7161DEA6C548D1C9","C0969B5C5A143880F5D850A6EAEB7A49D00E53B15B1BB5FE9524708B73D526F2","True","False","2026-07-20T01:00:41","2026-07-20T01:01:33"
"4","sslc_control","year_2018","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","F18BB55FE65942999F373B82C3C52B574262D7EB29C4F51AA53B8A85DDA5FA0A","5B9EB7240F72033D39682F0B29315F684D34BCA531004048413275C7C767AB34","True","False","2026-07-20T01:00:41","2026-07-20T01:01:36"
"5","sslc_control","year_2019","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","74B70FD4E10EEE3B0B16E8A18FD4D79A6A6D6CB31ADA39A7EF4F7F238B90678F","D56D0C3AAB20F2C78C404A1CF24B5F091639579AE828FEA824AFB93967CE8497","True","False","2026-07-20T01:01:31","2026-07-20T01:02:14"
"6","sslc_control","year_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","F6FEA9EAA968E384C35FB1E3284A52D68430B1E4650999794A1A951FEA6F6EFB","0C2F1AF349DB08A2DC18D7D0E44E11EA1F329EF9429E7F3A6AC06DD04BDF10FD","True","False","2026-07-20T01:01:39","2026-07-20T01:02:31"
"7","sslc_control","year_2021","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","1E18C25E4C4B2B1E20A30A37698C8E4673A1CA3698694725998ED429DEF4E1AB","BF15282A89A4C7B489268F4764026B7B1CBE0192840105880A000CA455F9187F","True","False","2026-07-20T01:01:33","2026-07-20T01:02:18"
"8","sslc_control","year_2022","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","932B41A4367DB0451970069E65F59400E4EFCA6A1D1D7E17F6A8EC5323A62B78","131FA948AEF94A2C072FCF83277FD02CD6675CE90743CA878A4F92CB32D4323D","True","False","2026-07-20T01:01:36","2026-07-20T01:02:27"
"9","sslc_control","year_2023","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","DAEFCF6D7985818669241BCB10968E2B0686A86AA02E9A6BC22A5420E23F3E7C","46607798A8C995E84541E6E633B5B98ED5693264EF768844A0DD9834AAE007BC","True","False","2026-07-20T01:02:14","2026-07-20T01:03:10"
"10","sslc_control","year_2024","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","E4EF661FAE1D8FE0ED8AD037577C348374181C0D89DAB0CC476B1BC0D4CA0710","83472C07DAF80E96A3D96E7C92A000862132CBB72B7AC351338AB8F2B2905CB7","True","False","2026-07-20T01:02:31","2026-07-20T01:03:25"
