"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"block_may_jun","7","7","1728.03","801.84","84.72","124.51","801.84","-84.88","-84.88","1"
"base","7","7","1557.58","801.84","84.72","124.51","801.84","-255.33","-99.55","3"
"day3_weak_mfe","7","7","1785.86","558.95","307.02","113.44","558.95","247.5","-91.89","1"
"month_start_day2","7","7","1399.47","557.99","84.72","124.51","557.99","74.26","-97.92","2"
"month_start_day3","7","7","1248.83","541.82","-270.44","113.44","541.82","322.19","-270.44","2"
