"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","HoldoutOpened","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","10","30","0","0","False","False","2452BA2254D7848F768EF729C09D615DB6147D100318F4D72B73C86525CF0636","C04DF6F62497EC414BF6E3E7C1BBC6D5B02A69FD23C416BDEF592DC36CFB990B"
