"SourceSha256","BinarySha256","Result","CompilerMode"
"67167ACC0BFEA04357EE17195C30320342DEE0D566F2C94E01CC1BF521F26002","4C994BED00F214361978D7585B4813FE22DCD0AEA4646235D049F91DBEC8226B","0 errors, 0 warnings","X64 Regular"
