Status,NextAction,CostGatePass,MonteCarloGatePass,LightCostAllWindowsPositive,ModerateCostPositiveWindows,SevereCostPositiveWindows,SevereCostNoRedWindowGate,AcceptedTrades,PostHocOnly,TargetCompileStatus,TargetBacktestStatus,ForwardCandidateChanged,RealAccountApproved,CollisionLedgerSha256,FrozenStressMethodSha256,TargetSourceSha256,TargetProfileSha256
POSTHOC_STRESS_TRIAGE_PASS,RUN_FROZEN_MT5_GATE_WHEN_UNLOCKED,True,True,True,12,10,False,368,True,NOT_RUN_LOCAL_LOCK_ACTIVE,NOT_RUN_LOCAL_LOCK_ACTIVE,False,False,ED51B6648E5B17F738D83CC05238828365EE621872D94AE3D981604C7433C047,71B6929E06EDF660F704866EB2931044C799FB2CB2B85ACF8FDEEDCECC1DD33C,EC6F866B8F7786169F7B2ECE5553CF3A4DC6E6073D0B25389C16381B71FEF51F,746798EF260A375F8F8921DBC6D03CD3968ED38F5C105818598CA57572A0B883
