"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"micro_clean","7","7","7359.71","5046.57","8.17","159.48","2046.01","","2.9","0"
"base_mar10_may10","7","7","6478.25","3746.45","1107.93","214.3","1409.57","","0","0"
"micro_clean_jul_oct","7","7","3381.46","966","1107.93","214.3","966","","0","0"
