Sampler,StressScenario,Trials,Seed,BlockLength,PreservesLocalOrder,P05TradeCount,MedianTradeCount,P95TradeCount,P05NetProfit,MedianNetProfit,MedianProfitFactor,P95MaxClosedDrawdownPercent,P95MaxConsecutiveLosses,RedTrialPercent,GatePass
moving_block_08,standard,10000,26071840,8,True,354.0,359.0,363.0,726.79,1483.44,1.5711,3.1103,13.0,0.04,True
moving_block_08,severe,10000,26071841,8,True,344.0,351.0,357.0,197.56,938.4,1.3363,4.3517,16.0,1.74,True
moving_block_16,standard,10000,26071842,16,True,354.0,359.0,363.0,741.42,1468.09,1.5674,2.6427,12.0,0.03,True
moving_block_16,severe,10000,26071843,16,True,344.0,351.0,357.0,219.98,932.75,1.3354,3.9516,15.0,1.36,True
moving_block_24,standard,10000,26071844,24,True,354.0,359.0,363.0,749.5,1465.18,1.5671,2.3473,11.0,0.01,True
moving_block_24,severe,10000,26071845,24,True,344.0,351.0,357.0,238.58,939.75,1.3377,3.5647,14.0,1.15,True
calendar_year,standard,10000,26071846,0,True,271.0,360.0,441.0,917.41,1486.58,1.575,1.9134,10.0,0.0,True
calendar_year,severe,10000,26071847,0,True,266.95,352.0,432.0,392.22,950.49,1.3385,2.9099,15.0,0.23,True
