EntryTime,Lane,Volume,EntryBalance,InitialRiskMoney,LaneRiskPercent,LaneCapPercent,OpenPositionsAfterEntry,PortfolioInitialRiskPercent,PortfolioCapPercent,LanePass,PortfolioPass,EntryComment
2022-10-31T11:00:00,momentum,0.01,11391.16,8.95,0.0786,0.15,1,0.0786,0.75,True,True,MTSM_SELL
2022-11-03T10:00:00,momentum,0.01,11390.95,9.44,0.0829,0.15,1,0.0829,0.75,True,True,MTSM_SELL
2022-11-08T11:00:00,momentum,0.02,11391.89,13.70,0.1203,0.15,1,0.1203,0.75,True,True,MTSM_SELL
2022-11-21T10:00:00,momentum,0.03,11380.37,15.87,0.1395,0.15,1,0.1395,0.75,True,True,MTSM_SELL
2022-11-25T07:00:00,reversion,0.1,11385.42,30.70,0.2696,0.45,1,0.2696,0.75,True,True,RRO;Band VWAP reversion;Upper
2022-11-25T16:00:00,momentum,0.02,11494.42,12.76,0.1110,0.15,1,0.1110,0.75,True,True,MTSM_SELL
2022-12-15T10:00:00,momentum,0.02,11481.60,15.86,0.1381,0.15,1,0.1381,0.75,True,True,MTSM_SELL
2022-12-22T05:00:00,reversion,0.1,11493.50,21.00,0.1827,0.45,1,0.1827,0.75,True,True,RRO;Band VWAP reversion;Upper
2023-01-10T17:00:00,momentum,0.02,11472.50,16.58,0.1445,0.15,1,0.1445,0.75,True,True,MTSM_BUY
2023-01-11T08:00:00,adaptive_trend,0.01,11461.57,15.53,0.1355,0.15,1,0.1355,0.75,True,True,ATB_H4_BUY
2023-01-12T15:00:00,momentum,0.02,11461.57,13.40,0.1169,0.15,2,0.2524,0.75,True,True,MTSM_BUY
2023-01-24T09:00:00,momentum,0.02,11449.26,16.76,0.1464,0.15,1,0.1464,0.75,True,True,MTSM_BUY
2023-02-20T10:00:00,momentum,0.03,11432.50,15.72,0.1375,0.15,1,0.1375,0.75,True,True,MTSM_BUY
2023-02-27T16:00:00,momentum,0.02,11416.75,13.42,0.1175,0.15,1,0.1175,0.75,True,True,MTSM_BUY
2023-03-01T09:00:00,momentum,0.02,11416.98,15.58,0.1365,0.15,1,0.1365,0.75,True,True,MTSM_BUY
2023-03-03T09:00:00,momentum,0.02,11417.90,11.80,0.1033,0.15,1,0.1033,0.75,True,True,MTSM_BUY
2023-03-17T14:00:00,momentum,0.02,11418.40,16.82,0.1473,0.15,1,0.1473,0.75,True,True,MTSM_BUY
2023-04-11T12:00:00,momentum,0.02,11452.04,15.42,0.1346,0.15,1,0.1346,0.75,True,True,MTSM_BUY
2023-04-20T10:00:00,momentum,0.01,11436.62,9.19,0.0804,0.15,1,0.0804,0.75,True,True,MTSM_BUY
2023-05-08T16:00:00,momentum,0.02,11432.21,13.04,0.1141,0.15,1,0.1141,0.75,True,True,MTSM_BUY
2023-05-24T09:00:00,momentum,0.02,11419.17,14.54,0.1273,0.15,1,0.1273,0.75,True,True,MTSM_BUY
2023-06-12T18:00:00,reversion,0.08,11404.63,46.08,0.4040,0.45,1,0.4040,0.75,True,True,RRO;Band VWAP reversion;Lower
2023-06-29T17:00:00,reversion,0.06,11467.30,44.46,0.3877,0.45,1,0.3877,0.75,True,True,RRO;Band VWAP reversion;Lower
2023-07-07T16:00:00,momentum,0.02,11532.76,11.68,0.1013,0.15,1,0.1013,0.75,True,True,MTSM_BUY
2023-07-11T08:00:00,momentum,0.03,11556.34,16.26,0.1407,0.15,1,0.1407,0.75,True,True,MTSM_BUY
2023-07-12T06:00:00,momentum,0.02,11557.90,16.82,0.1455,0.15,1,0.1455,0.75,True,True,MTSM_BUY
