"QueueRank","Wave","Role","Candidate","Profile","Set","Window","From","To","Model","Deposit","InitialDeposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","SourceSha256","ConfigSha256","MinNetProfit","MinProfitFactor","MinTrades","MaxDrawdownPercent","MinRecoveryFactor","MinCagrPercent","MaxParallelism","StopRule","Status"
"1","1","critical","rdmc_lane_isolation_rewrite_v2","rdmc_lane_isolation_rewrite_v2","frozen_lane_isolation_rewrite","2019","2019.01.01","2019.12.31","1","10000","10000","outputs\rdmc_lane_isolation_rewrite_v2_package\configs\001_rdmc_lir2_w01_m1_critical_2019.ini","outputs\rdmc_lane_isolation_rewrite_v2_package\configs\001_rdmc_lir2_w01_m1_critical_2019.ini","rdmc_lir2_w01_m1_critical_2019","outputs\rdmc_lane_isolation_rewrite_v2_package\reports_here\rdmc_lir2_w01_m1_critical_2019","6C01552D24702869C9E950846D96A74469E958B08E5D176FA34792D44D9224F0","1376E383DBB4A040DBC14337EA736DBFA4417C3B5D36DD629205665B9B81E569","C19D35D19047C182962DE0FB0F743D663251C38712FF499B6C495BEAB16B3E0D","0.01","1.05","15","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","FROZEN_WAVE_01_ONLY"
"2","1","critical","rdmc_lane_isolation_rewrite_v2","rdmc_lane_isolation_rewrite_v2","frozen_lane_isolation_rewrite","2022","2022.01.01","2022.12.31","1","10000","10000","outputs\rdmc_lane_isolation_rewrite_v2_package\configs\002_rdmc_lir2_w01_m1_critical_2022.ini","outputs\rdmc_lane_isolation_rewrite_v2_package\configs\002_rdmc_lir2_w01_m1_critical_2022.ini","rdmc_lir2_w01_m1_critical_2022","outputs\rdmc_lane_isolation_rewrite_v2_package\reports_here\rdmc_lir2_w01_m1_critical_2022","6C01552D24702869C9E950846D96A74469E958B08E5D176FA34792D44D9224F0","1376E383DBB4A040DBC14337EA736DBFA4417C3B5D36DD629205665B9B81E569","1895E15E0CF24ADAA2CF27AB92796D49A96F78EEA623BBD18D3D25B4FF1EDBE1","0.01","1.05","20","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","FROZEN_WAVE_01_ONLY"
