"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"reverse_off","11","11","10208.97","5814.52","1107.93","214.3","2371.39","","0","0"
"base","11","11","10208.97","5814.52","1107.93","214.3","2371.39","","0","0"
