"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","pwbr_base","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\001_pwbr_base_older_2015_2018_m1.ini","True","pwbr_base_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_base_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:35:04","2026-07-16T21:35:16"
"2","pwbr_base","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\002_pwbr_base_discovery_2019_2020_m1.ini","True","pwbr_base_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_base_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:35:16","2026-07-16T21:35:29"
"3","pwbr_base","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\003_pwbr_base_continuous_2015_2020_m1.ini","True","pwbr_base_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_base_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:35:29","2026-07-16T21:35:42"
"4","pwbr_break_loose","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\004_pwbr_break_loose_older_2015_2018_m1.ini","True","pwbr_break_loose_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_break_loose_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:35:42","2026-07-16T21:35:54"
"5","pwbr_break_loose","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\005_pwbr_break_loose_discovery_2019_2020_m1.ini","True","pwbr_break_loose_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_break_loose_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:35:54","2026-07-16T21:36:07"
"6","pwbr_break_loose","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\006_pwbr_break_loose_continuous_2015_2020_m1.ini","True","pwbr_break_loose_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_break_loose_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:36:07","2026-07-16T21:36:21"
"7","pwbr_break_strict","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\007_pwbr_break_strict_older_2015_2018_m1.ini","True","pwbr_break_strict_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_break_strict_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:36:21","2026-07-16T21:36:34"
"8","pwbr_break_strict","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\008_pwbr_break_strict_discovery_2019_2020_m1.ini","True","pwbr_break_strict_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_break_strict_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:36:34","2026-07-16T21:36:47"
"9","pwbr_break_strict","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\009_pwbr_break_strict_continuous_2015_2020_m1.ini","True","pwbr_break_strict_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_break_strict_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:36:47","2026-07-16T21:37:00"
"10","pwbr_buffer15","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\010_pwbr_buffer15_older_2015_2018_m1.ini","True","pwbr_buffer15_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_buffer15_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:37:00","2026-07-16T21:37:12"
"11","pwbr_buffer15","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\011_pwbr_buffer15_discovery_2019_2020_m1.ini","True","pwbr_buffer15_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_buffer15_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:37:12","2026-07-16T21:37:23"
"12","pwbr_buffer15","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\012_pwbr_buffer15_continuous_2015_2020_m1.ini","True","pwbr_buffer15_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_buffer15_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:37:23","2026-07-16T21:37:35"
"13","pwbr_age4","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\013_pwbr_age4_older_2015_2018_m1.ini","True","pwbr_age4_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_age4_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:37:35","2026-07-16T21:37:47"
"14","pwbr_age4","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\014_pwbr_age4_discovery_2019_2020_m1.ini","True","pwbr_age4_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_age4_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:37:47","2026-07-16T21:37:58"
"15","pwbr_age4","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_h1_prevweek_break_retest_discovery_model1_package\configs\015_pwbr_age4_continuous_2015_2020_m1.ini","True","pwbr_age4_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\pwbr_age4_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T21:37:58","2026-07-16T21:38:10"
