"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule"
"1","three_lane_ddb045_postfreeze_20260713_20260716","1","single_profile","1","single_profile_model4","three_lane_ddb045_postfreeze_20260713_20260716.set","postfreeze_20260713_20260716","2026.07.13","2026.07.16","4","10000","configs\001_three_lane_ddb045_postfreeze_20260713_20260716_postfreeze_20260713_20260716_m4.ini","three_lane_ddb045_postfreeze_20260713_20260716_postfreeze_20260713_20260716_m4","profiles\three_lane_ddb045_postfreeze_20260713_20260716.set","2E02246D24250D71DEC59A42AD1D7DE793614EBECEB309A879FE873D8F886312","Record only. Do not promote before at least 90 unseen calendar days, 20 trades, and all forward gates pass."
