"QueueRank","Profile","Candidate","Phase","Set","Window","From","To","Model","Deposit","PackageConfig","ExpectedReportName","ReportDestination","ConfigSha256","SourceSha256","ProfileSha256"
"1","tlat_rc2_di11","tlat_rc2_di11","broad","trade_ready_rc2","older_2015_2018","2015.01.01","2018.12.31","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\001_tlat_rc2_di11_older_2015_2018_m4.ini","tlat_rc2_di11_older_2015_2018_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di11_older_2015_2018_m4","DB08A731ABC374BEC940F5B25BEE344EDA33C7327676025B4012962E563579A1","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","1D4B0F8D888C2FBB17BCE9C8C8F9946F87E697D006E608AEA50DB47DDA4015DD"
"2","tlat_rc2_di11","tlat_rc2_di11","broad","trade_ready_rc2","middle_2019_2022","2019.01.01","2022.12.31","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\002_tlat_rc2_di11_middle_2019_2022_m4.ini","tlat_rc2_di11_middle_2019_2022_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di11_middle_2019_2022_m4","05DD825888D4BBE8DB390C6913AF7DF65DB7A222F21E8C52E3C2307681D582D3","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","1D4B0F8D888C2FBB17BCE9C8C8F9946F87E697D006E608AEA50DB47DDA4015DD"
"3","tlat_rc2_di11","tlat_rc2_di11","broad","trade_ready_rc2","recent_2023_2026","2023.01.01","2026.07.12","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\003_tlat_rc2_di11_recent_2023_2026_m4.ini","tlat_rc2_di11_recent_2023_2026_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di11_recent_2023_2026_m4","EF339C74826A5D51050A6C84BE7858942E227CA3AF037A50C2EECDD1B5E07ECA","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","1D4B0F8D888C2FBB17BCE9C8C8F9946F87E697D006E608AEA50DB47DDA4015DD"
"4","tlat_rc2_di11","tlat_rc2_di11","broad","trade_ready_rc2","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\004_tlat_rc2_di11_continuous_2015_2026_m4.ini","tlat_rc2_di11_continuous_2015_2026_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di11_continuous_2015_2026_m4","F63A8987A9471E37AB15A708CEC8245F244D206E36579F873BAE79DAB90E83AE","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","1D4B0F8D888C2FBB17BCE9C8C8F9946F87E697D006E608AEA50DB47DDA4015DD"
"5","tlat_rc2_di12_center","tlat_rc2_di12_center","broad","trade_ready_rc2","older_2015_2018","2015.01.01","2018.12.31","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\005_tlat_rc2_di12_center_older_2015_2018_m4.ini","tlat_rc2_di12_center_older_2015_2018_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di12_center_older_2015_2018_m4","D17312F35EB9C4384C532AAB49C44582D0F3E0A2762D34C6B0268A0DA8EA41D4","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","60BF5D013153E3A38A6BD932E88CB41BD8FEAB5108648DDCBA1CCCCDD4D737F3"
"6","tlat_rc2_di12_center","tlat_rc2_di12_center","broad","trade_ready_rc2","middle_2019_2022","2019.01.01","2022.12.31","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\006_tlat_rc2_di12_center_middle_2019_2022_m4.ini","tlat_rc2_di12_center_middle_2019_2022_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di12_center_middle_2019_2022_m4","DB03BC0211F16F7C12EAF29D1BBF4CCF255F644F2FFA615637C234A94E8C0905","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","60BF5D013153E3A38A6BD932E88CB41BD8FEAB5108648DDCBA1CCCCDD4D737F3"
"7","tlat_rc2_di12_center","tlat_rc2_di12_center","broad","trade_ready_rc2","recent_2023_2026","2023.01.01","2026.07.12","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\007_tlat_rc2_di12_center_recent_2023_2026_m4.ini","tlat_rc2_di12_center_recent_2023_2026_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di12_center_recent_2023_2026_m4","9BB2218D0EA7E5C3D3DC9ABA587AB02AACBA9063A30522920BBF1340FFC44160","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","60BF5D013153E3A38A6BD932E88CB41BD8FEAB5108648DDCBA1CCCCDD4D737F3"
"8","tlat_rc2_di12_center","tlat_rc2_di12_center","broad","trade_ready_rc2","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","outputs\three_lane_trade_ready_rc2_model4_broad_package\configs\008_tlat_rc2_di12_center_continuous_2015_2026_m4.ini","tlat_rc2_di12_center_continuous_2015_2026_m4","outputs\three_lane_trade_ready_rc2_model4_broad_package\reports_here\tlat_rc2_di12_center_continuous_2015_2026_m4","7E4BE02A1C9A20DF6A9739EFB73966F4122D2C56090DFDA43E3FF2549E56A93E","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","60BF5D013153E3A38A6BD932E88CB41BD8FEAB5108648DDCBA1CCCCDD4D737F3"
