"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"18","idb_minratio015","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\012_idb_minratio015_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\012_idb_minratio015_continuous_2015_2020_m1.ini","idb_minratio015_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_minratio015_continuous_2015_2020_m1","AB44B1F7D7118CC62CBE78D0F20B905AEAB8A022336EDD71AF28B9A657B15ABD","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"19","idb_buffer000","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\013_idb_buffer000_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\013_idb_buffer000_older_2015_2018_m1.ini","idb_buffer000_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer000_older_2015_2018_m1","02F617223C1306F79359CDAE58A609E6815D13C7365F1D2E66DBB1AD035D3DDB","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"21","idb_buffer000","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\014_idb_buffer000_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\014_idb_buffer000_discovery_2019_2020_m1.ini","idb_buffer000_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer000_discovery_2019_2020_m1","02F617223C1306F79359CDAE58A609E6815D13C7365F1D2E66DBB1AD035D3DDB","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"22","idb_buffer000","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\015_idb_buffer000_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\015_idb_buffer000_continuous_2015_2020_m1.ini","idb_buffer000_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer000_continuous_2015_2020_m1","02F617223C1306F79359CDAE58A609E6815D13C7365F1D2E66DBB1AD035D3DDB","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"24","idb_buffer010","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\016_idb_buffer010_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\016_idb_buffer010_older_2015_2018_m1.ini","idb_buffer010_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer010_older_2015_2018_m1","146FAF4C090D1B84AEA7C3690EE48E922F934C1A2B02655CC38F942052D1797D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"25","idb_buffer010","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\017_idb_buffer010_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\017_idb_buffer010_discovery_2019_2020_m1.ini","idb_buffer010_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer010_discovery_2019_2020_m1","146FAF4C090D1B84AEA7C3690EE48E922F934C1A2B02655CC38F942052D1797D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"27","idb_buffer010","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\018_idb_buffer010_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\018_idb_buffer010_continuous_2015_2020_m1.ini","idb_buffer010_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_buffer010_continuous_2015_2020_m1","146FAF4C090D1B84AEA7C3690EE48E922F934C1A2B02655CC38F942052D1797D","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"28","idb_body30","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\019_idb_body30_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\019_idb_body30_older_2015_2018_m1.ini","idb_body30_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_body30_older_2015_2018_m1","584EFC6E0FEE9B1BC08A84EFA28530423338B72D5A564C1BEBA50F883FC2AEE1","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"30","idb_body30","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\020_idb_body30_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\020_idb_body30_discovery_2019_2020_m1.ini","idb_body30_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_body30_discovery_2019_2020_m1","584EFC6E0FEE9B1BC08A84EFA28530423338B72D5A564C1BEBA50F883FC2AEE1","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"31","idb_body30","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\021_idb_body30_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\021_idb_body30_continuous_2015_2020_m1.ini","idb_body30_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_body30_continuous_2015_2020_m1","584EFC6E0FEE9B1BC08A84EFA28530423338B72D5A564C1BEBA50F883FC2AEE1","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"33","idb_body50","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\022_idb_body50_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\022_idb_body50_older_2015_2018_m1.ini","idb_body50_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_body50_older_2015_2018_m1","9DAD331B507FF7A78214FAE4774B9ECA67F6E19FB29F556D9C200C0B31C39C7A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"34","idb_body50","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\023_idb_body50_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\023_idb_body50_discovery_2019_2020_m1.ini","idb_body50_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_body50_discovery_2019_2020_m1","9DAD331B507FF7A78214FAE4774B9ECA67F6E19FB29F556D9C200C0B31C39C7A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"36","idb_body50","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\024_idb_body50_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\024_idb_body50_continuous_2015_2020_m1.ini","idb_body50_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_body50_continuous_2015_2020_m1","9DAD331B507FF7A78214FAE4774B9ECA67F6E19FB29F556D9C200C0B31C39C7A","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"37","idb_vol000","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\025_idb_vol000_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\025_idb_vol000_older_2015_2018_m1.ini","idb_vol000_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_vol000_older_2015_2018_m1","3C582DCB7A4AE7128C1A15411DB2BB1D263A6374526A464EEC4196A5D837B72E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"39","idb_vol000","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\026_idb_vol000_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\026_idb_vol000_discovery_2019_2020_m1.ini","idb_vol000_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_vol000_discovery_2019_2020_m1","3C582DCB7A4AE7128C1A15411DB2BB1D263A6374526A464EEC4196A5D837B72E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"40","idb_vol000","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\027_idb_vol000_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\027_idb_vol000_continuous_2015_2020_m1.ini","idb_vol000_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_vol000_continuous_2015_2020_m1","3C582DCB7A4AE7128C1A15411DB2BB1D263A6374526A464EEC4196A5D837B72E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"42","idb_vol115","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\028_idb_vol115_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\028_idb_vol115_older_2015_2018_m1.ini","idb_vol115_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_vol115_older_2015_2018_m1","7D95D7203F4FC76ADE1EBCA2EE4BD35F439E087C9FCC4B74FC6AF3BAF5C36F9C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"43","idb_vol115","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\029_idb_vol115_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\029_idb_vol115_discovery_2019_2020_m1.ini","idb_vol115_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_vol115_discovery_2019_2020_m1","7D95D7203F4FC76ADE1EBCA2EE4BD35F439E087C9FCC4B74FC6AF3BAF5C36F9C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"45","idb_vol115","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\030_idb_vol115_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\030_idb_vol115_continuous_2015_2020_m1.ini","idb_vol115_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_vol115_continuous_2015_2020_m1","7D95D7203F4FC76ADE1EBCA2EE4BD35F439E087C9FCC4B74FC6AF3BAF5C36F9C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"46","idb_noema","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\031_idb_noema_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\031_idb_noema_older_2015_2018_m1.ini","idb_noema_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_noema_older_2015_2018_m1","FEF9906572BF09072C7EA7659E45D844B63E9E7B86F318FCB36B557FE985CD5B","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"48","idb_noema","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\032_idb_noema_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\032_idb_noema_discovery_2019_2020_m1.ini","idb_noema_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_noema_discovery_2019_2020_m1","FEF9906572BF09072C7EA7659E45D844B63E9E7B86F318FCB36B557FE985CD5B","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"49","idb_noema","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\033_idb_noema_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\033_idb_noema_continuous_2015_2020_m1.ini","idb_noema_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_noema_continuous_2015_2020_m1","FEF9906572BF09072C7EA7659E45D844B63E9E7B86F318FCB36B557FE985CD5B","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"51","idb_adx16","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\034_idb_adx16_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\034_idb_adx16_older_2015_2018_m1.ini","idb_adx16_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_adx16_older_2015_2018_m1","DFF906F7474A8C091022740CA5BB547975C585299CC0B67AEB263642420FD441","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"52","idb_adx16","discovery_model1","Independent M15 inside-day breakout discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\035_idb_adx16_discovery_2019_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\035_idb_adx16_discovery_2019_2020_m1.ini","idb_adx16_discovery_2019_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_adx16_discovery_2019_2020_m1","DFF906F7474A8C091022740CA5BB547975C585299CC0B67AEB263642420FD441","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"54","idb_adx16","discovery_model1","Independent M15 inside-day breakout discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\036_idb_adx16_continuous_2015_2020_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\036_idb_adx16_continuous_2015_2020_m1.ini","idb_adx16_continuous_2015_2020_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_adx16_continuous_2015_2020_m1","DFF906F7474A8C091022740CA5BB547975C585299CC0B67AEB263642420FD441","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"55","idb_tp150","discovery_model1","Independent M15 inside-day breakout discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\037_idb_tp150_older_2015_2018_m1.ini","outputs\independent_m15_inside_day_breakout_discovery_model1_package\configs\037_idb_tp150_older_2015_2018_m1.ini","idb_tp150_older_2015_2018_m1","outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_tp150_older_2015_2018_m1","9D3E20744C02AAA1AAC8534F0616EC00F1C23328511069A8EE9D8CEDAF6905BE","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
