"Candidate","Status","PromotionStatus","ForwardCandidateChanged","StartingCapital","Currency","SourceSha256","ProfileSha256","ThreeLaneBaseSourceSha256","R20EvidenceSourceSha256","R20ProfileSha256","ThreeLaneProfileSha256","ConfigCount","CompileStatus","BacktestStatus","HistoricalBestChanged"
"rdmc_diversified_repair_v1","STATIC_ONLY_LOCKED","NOT_PROMOTED","NO","10000","USD","4740338598E290360946FE414CC6F2FE0CF3B704006860514367DCB996A8D2B5","12588915C76A9C7E29B84EC8C5AE79E64E3FDBFBA41221D77E490B3EB15364EC","45B3D0704CFAD1B30E1E5E4C7C7079B6188A674546F8F2EB70DC72BF1A97EF90","2219F6AE66CF1121972848C118213B50C01F91E783ABFE6D66F75105C655EB4D","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","2E02246D24250D71DEC59A42AD1D7DE793614EBECEB309A879FE873D8F886312","12","NOT_RUN_LOCAL_LOCK_ACTIVE","NOT_RUN_LOCAL_LOCK_ACTIVE","NO"
