"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","StrongSignalMinimumBodyRatio","StrongSignalMaximumPositionLots","HighRewardLotCapEnabled","HighRewardMinimumRiskReward","HighRewardMaximumPositionLots","ReversionRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"11","hrlc_center_rr250_cap020","4","center","high_reward_lot_cap_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.25","0.15","true","2.50","0.20","0.45","0.75","hrlc_center_rr250_cap020_later_2019_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\011_hrlc_center_rr250_cap020_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\011_hrlc_center_rr250_cap020_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_center_rr250_cap020_later_2019_2020_m1","7B49CC6EB0D0E5470A2E7315160F1EB66E4019F3D34472235D462B119A07D961","5A6988527BD8D130D42637B1906FBADBED37E4C45E8CDBDFC5D1D4C2D39F488F","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"12","hrlc_center_rr250_cap020","4","center","high_reward_lot_cap_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.25","0.15","true","2.50","0.20","0.45","0.75","hrlc_center_rr250_cap020_continuous_2015_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\012_hrlc_center_rr250_cap020_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\012_hrlc_center_rr250_cap020_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_center_rr250_cap020_continuous_2015_2020_m1","FE758E7B741B21F3224F93A978C31D297F3FDDAA697627B0840A8234D2FDFB31","5A6988527BD8D130D42637B1906FBADBED37E4C45E8CDBDFC5D1D4C2D39F488F","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"13","hrlc_rr300","5","threshold_upper_neighbor","high_reward_lot_cap_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","0.25","0.15","true","3.00","0.20","0.45","0.75","hrlc_rr300_older_2015_2018_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\013_hrlc_rr300_older_2015_2018_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\013_hrlc_rr300_older_2015_2018_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_rr300_older_2015_2018_m1","B03E118D552C8A7EC71C326632FD79697A2F1E26398441BA588D67B73BCC96AD","02AB37F0E41A169012464FA7A463299496B7AE71673199969CC5BDB54CA45ECE","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"14","hrlc_rr300","5","threshold_upper_neighbor","high_reward_lot_cap_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.25","0.15","true","3.00","0.20","0.45","0.75","hrlc_rr300_later_2019_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\014_hrlc_rr300_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\014_hrlc_rr300_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_rr300_later_2019_2020_m1","079A69D4F542596EE9EAE1237E47E75744B4D1A95368610AD60E60B4FE6E6ABE","02AB37F0E41A169012464FA7A463299496B7AE71673199969CC5BDB54CA45ECE","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"15","hrlc_rr300","5","threshold_upper_neighbor","high_reward_lot_cap_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.25","0.15","true","3.00","0.20","0.45","0.75","hrlc_rr300_continuous_2015_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\015_hrlc_rr300_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\015_hrlc_rr300_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_rr300_continuous_2015_2020_m1","ED8A992E94E83AAF12CA23E97DD238689377EF0C703CA8DCA4E2B8BA40B071EF","02AB37F0E41A169012464FA7A463299496B7AE71673199969CC5BDB54CA45ECE","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"16","hrlc_cap018","6","cap_lower_neighbor","high_reward_lot_cap_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","0.25","0.15","true","2.50","0.18","0.45","0.75","hrlc_cap018_older_2015_2018_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\016_hrlc_cap018_older_2015_2018_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\016_hrlc_cap018_older_2015_2018_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_cap018_older_2015_2018_m1","D955BC6439B89CB52174E6DAF5FD69EA70963F3C64652E92FB9A008CE35B85A5","64DADE46EC76574DB5E98C75A4ED844779491AB91E437AA9549B7BF9A68B6FE8","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"17","hrlc_cap018","6","cap_lower_neighbor","high_reward_lot_cap_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.25","0.15","true","2.50","0.18","0.45","0.75","hrlc_cap018_later_2019_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\017_hrlc_cap018_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\017_hrlc_cap018_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_cap018_later_2019_2020_m1","A032A767DAC1F37721822FA63089D261E740111E79119439698B70BBE739092D","64DADE46EC76574DB5E98C75A4ED844779491AB91E437AA9549B7BF9A68B6FE8","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"18","hrlc_cap018","6","cap_lower_neighbor","high_reward_lot_cap_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.25","0.15","true","2.50","0.18","0.45","0.75","hrlc_cap018_continuous_2015_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\018_hrlc_cap018_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\018_hrlc_cap018_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_cap018_continuous_2015_2020_m1","B4719535950F26681761110B7BA528ADB8F2444678719926A3C6429D6A5C2106","64DADE46EC76574DB5E98C75A4ED844779491AB91E437AA9549B7BF9A68B6FE8","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"19","hrlc_cap022","7","cap_upper_neighbor","high_reward_lot_cap_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","0.25","0.15","true","2.50","0.22","0.45","0.75","hrlc_cap022_older_2015_2018_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\019_hrlc_cap022_older_2015_2018_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\019_hrlc_cap022_older_2015_2018_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_cap022_older_2015_2018_m1","9F3E05E52E27B24AC13B7DED1453B8A1997A18767B8C9DF51CCDE71CC31136CF","82225B4A71BB6B8C938DB9495ED62FC12E3FE8A7A5432172C63D94A0C47ED0C1","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"20","hrlc_cap022","7","cap_upper_neighbor","high_reward_lot_cap_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","0.25","0.15","true","2.50","0.22","0.45","0.75","hrlc_cap022_later_2019_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\020_hrlc_cap022_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\020_hrlc_cap022_later_2019_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_cap022_later_2019_2020_m1","7DC199193E092A4BE7F8C79DD2EAFFDC97588571983FC564EA1CE3ADA5B9FEBE","82225B4A71BB6B8C938DB9495ED62FC12E3FE8A7A5432172C63D94A0C47ED0C1","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
"21","hrlc_cap022","7","cap_upper_neighbor","high_reward_lot_cap_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","0.25","0.15","true","2.50","0.22","0.45","0.75","hrlc_cap022_continuous_2015_2020_m1","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\021_hrlc_cap022_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\configs\021_hrlc_cap022_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_high_reward_lot_cap_discovery_model1_package\reports_here\hrlc_cap022_continuous_2015_2020_m1","8540B5FAE66581C54407901499B51400979E90FA092D9F1803EF803A07325FEF","82225B4A71BB6B8C938DB9495ED62FC12E3FE8A7A5432172C63D94A0C47ED0C1","3CB0574945CD4A7A486408EF5BCE58648392383C43BFEE6EB1F58B424698302F","Sealed pre-2021 discovery. Every report positive. Center no worse than control in both eras; continuous net >= control +4%; CAGR >= control +0.06 point; PF/recovery/return-DD >= control; DD <=1.18% and <=control +0.08 point; trades >=control -2. Center retains >=50% of broad-reference increment and improves DD/recovery/return-DD versus the reference. At least 3 of 4 orthogonal neighbors pass both eras, >=2.5% net improvement, >=97% efficiency, DD <=1.22%, and changed behavior. No post-result rescue."
