"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRefusals","AllWindowsPositive","CenterBehaviorChanged","CenterNoWorseDisjointEras","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskGate","CenterTradeCountGate","LowerNeighborGate","UpperNeighborGate","UpperStressGate","HoldoutValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","SourceSha256","BinarySha256","CenterProfileSha256"
"REJECTED_IN_DISCOVERY","15","15","15","0","True","True","True","True","True","False","False","True","True","False","False","False","False","False","False","False","1191.69","1419.25","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","345041CD00C6D69389523FDA99422632E3D882CE7EA952E2CF3EEDEEDBE933CE"
