"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","m30sc_48_24_tp15","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\011_m30sc_48_24_tp15_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\011_m30sc_48_24_tp15_discovery_2019_2020_m1.ini","m30sc_48_24_tp15_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_tp15_discovery_2019_2020_m1","3AE01BEE59077B4C73158993A92F9DA6032E36CF5642561404C00123C6C11A29","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"12","m30sc_48_24_tp15","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\012_m30sc_48_24_tp15_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\012_m30sc_48_24_tp15_continuous_2015_2020_m1.ini","m30sc_48_24_tp15_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_tp15_continuous_2015_2020_m1","3AE01BEE59077B4C73158993A92F9DA6032E36CF5642561404C00123C6C11A29","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"13","m30sc_48_24_tp25","discovery_model1","Independent M30 structure channel discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\013_m30sc_48_24_tp25_older_2015_2018_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\013_m30sc_48_24_tp25_older_2015_2018_m1.ini","m30sc_48_24_tp25_older_2015_2018_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_tp25_older_2015_2018_m1","042EA393B16E7A45CCD6ACE9240C92CE8FDC7224249F4523975AB870C82E4CF9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"14","m30sc_48_24_tp25","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\014_m30sc_48_24_tp25_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\014_m30sc_48_24_tp25_discovery_2019_2020_m1.ini","m30sc_48_24_tp25_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_tp25_discovery_2019_2020_m1","042EA393B16E7A45CCD6ACE9240C92CE8FDC7224249F4523975AB870C82E4CF9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"15","m30sc_48_24_tp25","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\015_m30sc_48_24_tp25_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\015_m30sc_48_24_tp25_continuous_2015_2020_m1.ini","m30sc_48_24_tp25_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_tp25_continuous_2015_2020_m1","042EA393B16E7A45CCD6ACE9240C92CE8FDC7224249F4523975AB870C82E4CF9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"16","m30sc_48_24_channel","discovery_model1","Independent M30 structure channel discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\016_m30sc_48_24_channel_older_2015_2018_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\016_m30sc_48_24_channel_older_2015_2018_m1.ini","m30sc_48_24_channel_older_2015_2018_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_channel_older_2015_2018_m1","5B43DF8EF62E5EBDB543BD5E84133D7807C2111A142C85D440354934FBCD5BDD","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"17","m30sc_48_24_channel","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\017_m30sc_48_24_channel_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\017_m30sc_48_24_channel_discovery_2019_2020_m1.ini","m30sc_48_24_channel_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_channel_discovery_2019_2020_m1","5B43DF8EF62E5EBDB543BD5E84133D7807C2111A142C85D440354934FBCD5BDD","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"18","m30sc_48_24_channel","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\018_m30sc_48_24_channel_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\018_m30sc_48_24_channel_continuous_2015_2020_m1.ini","m30sc_48_24_channel_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_channel_continuous_2015_2020_m1","5B43DF8EF62E5EBDB543BD5E84133D7807C2111A142C85D440354934FBCD5BDD","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"19","m30sc_48_24_session","discovery_model1","Independent M30 structure channel discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\019_m30sc_48_24_session_older_2015_2018_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\019_m30sc_48_24_session_older_2015_2018_m1.ini","m30sc_48_24_session_older_2015_2018_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_session_older_2015_2018_m1","B389E7C152D80ACBDE358DC6A3430B49FB64CA36973EF711B0F819AB9AF75805","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"20","m30sc_48_24_session","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\020_m30sc_48_24_session_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\020_m30sc_48_24_session_discovery_2019_2020_m1.ini","m30sc_48_24_session_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_session_discovery_2019_2020_m1","B389E7C152D80ACBDE358DC6A3430B49FB64CA36973EF711B0F819AB9AF75805","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"21","m30sc_48_24_session","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\021_m30sc_48_24_session_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\021_m30sc_48_24_session_continuous_2015_2020_m1.ini","m30sc_48_24_session_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_session_continuous_2015_2020_m1","B389E7C152D80ACBDE358DC6A3430B49FB64CA36973EF711B0F819AB9AF75805","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"22","m30sc_48_24_noema","discovery_model1","Independent M30 structure channel discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\022_m30sc_48_24_noema_older_2015_2018_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\022_m30sc_48_24_noema_older_2015_2018_m1.ini","m30sc_48_24_noema_older_2015_2018_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_noema_older_2015_2018_m1","EDFDB832CF9E5E1E0E30960E15652B8A9EAE327C4E8B1740674458915E44C297","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"23","m30sc_48_24_noema","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\023_m30sc_48_24_noema_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\023_m30sc_48_24_noema_discovery_2019_2020_m1.ini","m30sc_48_24_noema_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_noema_discovery_2019_2020_m1","EDFDB832CF9E5E1E0E30960E15652B8A9EAE327C4E8B1740674458915E44C297","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"24","m30sc_48_24_noema","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\024_m30sc_48_24_noema_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\024_m30sc_48_24_noema_continuous_2015_2020_m1.ini","m30sc_48_24_noema_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_noema_continuous_2015_2020_m1","EDFDB832CF9E5E1E0E30960E15652B8A9EAE327C4E8B1740674458915E44C297","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"25","m30sc_48_24_stop2_d8","discovery_model1","Independent M30 structure channel discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\025_m30sc_48_24_stop2_d8_older_2015_2018_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\025_m30sc_48_24_stop2_d8_older_2015_2018_m1.ini","m30sc_48_24_stop2_d8_older_2015_2018_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_stop2_d8_older_2015_2018_m1","75BAB15CA27037CD917C8A2822007575C1110E4F56B72EFBCED2B6B952C481F5","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"26","m30sc_48_24_stop2_d8","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\026_m30sc_48_24_stop2_d8_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\026_m30sc_48_24_stop2_d8_discovery_2019_2020_m1.ini","m30sc_48_24_stop2_d8_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_stop2_d8_discovery_2019_2020_m1","75BAB15CA27037CD917C8A2822007575C1110E4F56B72EFBCED2B6B952C481F5","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"27","m30sc_48_24_stop2_d8","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\027_m30sc_48_24_stop2_d8_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\027_m30sc_48_24_stop2_d8_continuous_2015_2020_m1.ini","m30sc_48_24_stop2_d8_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_stop2_d8_continuous_2015_2020_m1","75BAB15CA27037CD917C8A2822007575C1110E4F56B72EFBCED2B6B952C481F5","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"28","m30sc_48_24_stop5","discovery_model1","Independent M30 structure channel discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\028_m30sc_48_24_stop5_older_2015_2018_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\028_m30sc_48_24_stop5_older_2015_2018_m1.ini","m30sc_48_24_stop5_older_2015_2018_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_stop5_older_2015_2018_m1","49EDD6BE92C5B056C3F7C8BA04FEFACB51E1668E17FCE1AFAE645FF69F190D90","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"29","m30sc_48_24_stop5","discovery_model1","Independent M30 structure channel discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\029_m30sc_48_24_stop5_discovery_2019_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\029_m30sc_48_24_stop5_discovery_2019_2020_m1.ini","m30sc_48_24_stop5_discovery_2019_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_stop5_discovery_2019_2020_m1","49EDD6BE92C5B056C3F7C8BA04FEFACB51E1668E17FCE1AFAE645FF69F190D90","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
"30","m30sc_48_24_stop5","discovery_model1","Independent M30 structure channel discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_structure_channel_discovery_model1_package\configs\030_m30sc_48_24_stop5_continuous_2015_2020_m1.ini","outputs\independent_m30_structure_channel_discovery_model1_package\configs\030_m30sc_48_24_stop5_continuous_2015_2020_m1.ini","m30sc_48_24_stop5_continuous_2015_2020_m1","outputs\independent_m30_structure_channel_discovery_model1_package\reports_here\m30sc_48_24_stop5_continuous_2015_2020_m1","49EDD6BE92C5B056C3F7C8BA04FEFACB51E1668E17FCE1AFAE645FF69F190D90","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 5%, and support from a neighboring channel/exit shape before opening 2021-2026."
