"QueueRank","Wave","Role","Window","Model","ExpectedReportName","Status","ReportPath","ReportIdentityPath","ReportIdentityReused","ReportSha256","ConfigSha256","SourceSha256","ProfileSha256","PortableBinarySha256","InitialDeposit","NetProfit","Balance","TotalReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","RecoveryFactor"
"1","1","training","2015_2018","1","rdmc_mrh6_w01_m1_training_2015_2018","PARSED","outputs\rdmc_momentum_retest_hold_v6_package\reports_here\rdmc_mrh6_w01_m1_training_2015_2018.htm","outputs\rdmc_momentum_retest_hold_v6_package\reports_here\rdmc_mrh6_w01_m1_training_2015_2018.identity.json","False","9AC893F52840298EC010E4E835D26BC2ACAE462ACC47D70D9BABB0C23BD1E49F","602239DFAB27CF628C40D0A23C3017F71022C919C7BF614C69A674D3D08E197D","B99BEFF28BB0D28596F4D7786C65BDA11001B0BC4924F269F534817EADC6CDCC","9E8AC3C528860799CB152245CF1FFB084A8E9FD07A2A33F70FD927EFA077D390","DAEB452BB696A13D1DC2E0F292FB2AD6D316521BE44C3CDBC64A264F76F5890F","10000","205.88","10205.88","2.06","0.51","1.69","4.38","1.45","38.3","47","6","186.37","1.83","1.1047"
