"SchemaVersion","EnvironmentRole","CompanyFingerprintSha256","ServerFingerprintSha256","PrimaryCompanyFingerprintSha256","Symbol","AccountCurrency","MarginMode","TerminalBuild","ContractSize","TickSize","TickValueProfit","TickValueLoss","Point","Digits","VolumeMin","VolumeMax","VolumeStep","StopsLevelPoints","FreezeLevelPoints","TradeMode","SwapMode","SwapLong","SwapShort","SpecificationCapturedUtc","SourceSha256","ProfileSha256","AccountIdentifierPublished"
"1","SECONDARY","REPLACE_WITH_SHA256_OF_NORMALIZED_COMPANY_NAME","REPLACE_WITH_SHA256_OF_NORMALIZED_SERVER_NAME","C9D9B521F3325D6CE4996576CD61C7AA3E860A08B84DC47540C2B30E98924092","XAUUSD","USD","HEDGING","","","","","","","","","","","","","FULL","","","","","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","False"
