"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","EveryRowProfitable","CenterGatePass","HighBandNeighborGatePass","LowBandNeighborGatePass","BothNeighborsPass","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","ControlCagrPercent","ControlMaxDrawdownPercent","CenterNetProfit","CenterCagrPercent","CenterMaxDrawdownPercent","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","20","20","1","True","False","False","False","False","False","False","False","False","2660.57","2.07","1.15","1915.92","1.53","1.37","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","C8C81D2FA812C73B87F1C8E8DDDDA98570FE4ECECAFBF096D2A7BF11EAE43042"
