"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvssp_control","older_2015_2018","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","981C97D87C9EB8C044D0CEA4B5DD1468E7EB6EA428C5157CEEAEDA75AED62D89","0388BEC4A5800C932DE139F8897F5892635253E37EC591C9EE878E8C5116EC24","True","False","2026-07-19T20:09:46","2026-07-19T20:10:22"
"2","rvssp_control","middle_2019_2022","REPORT_FOUND","2","1","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","E6B60D677E6A08A9E8A6AF9EB0E0CB70D21F6853B5508F9D1C230A6D5DED9FC5","6DCBBDA95617FA4085CDAE1FDC693CF671333CD6E8C92BF69199D1B3626A4B93","True","False","2026-07-19T20:13:28","2026-07-19T20:13:49"
"3","rvssp_control","recent_2023_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","F9044D0642C20D63D3CBD600B19F827433D4AB42DF413F9B0B442C8AB23BDFDF","B24656B3556928523BC690DDC4EA78C02FF6E4EBB49CEF86D5A162F4CA3C1A1E","True","False","2026-07-19T20:09:47","2026-07-19T20:10:15"
"4","rvssp_control","continuous_2015_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","68B9CA73F4F0AB954125DDE13ECC21535C6FFF1BAF4A22F7050BC18F43D40667","A6F3E74E4DFCE36B3855B5E4D1DEACA17D309BE34D27FBA3E0B0B4D6DD53F805","True","False","2026-07-19T20:09:47","2026-07-19T20:10:31"
"5","rvssp_strong_only","older_2015_2018","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","2DC880EE7CB70D180FBA977028FBF76923AC6DEDA06DFAE1D1305A888697E5DE","C97D07E0B7DCE020DF866629668D432C786274D12AC8C3C5A65970030FEF2B80","True","False","2026-07-19T20:10:22","2026-07-19T20:10:50"
"6","rvssp_strong_only","middle_2019_2022","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","EB4A134DC9EB000E8DB869CF65428DA4081FB35C63E640CB35F1F919A8DC90CD","4A2C00F4A1C75760553BA98318540D409599696F12B869608D98944F5A726E18","True","False","2026-07-19T20:10:18","2026-07-19T20:10:43"
"7","rvssp_strong_only","recent_2023_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","E662E91D6A3FEA90782E778658652E99AE16D344E5FE52303601E015BCC2E6F1","D2FDCD06653A885C39459FFC2289C9A7BB0C31DC89210AFDFE0E339EDF95B43F","True","False","2026-07-19T20:10:15","2026-07-19T20:10:40"
"8","rvssp_strong_only","continuous_2015_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","6C2E6C2D839C2FDE8F105C68B0A6FF5C89664C104E2DDBECBEC795E6E9C0FDFF","2F96F5C77BCCD2875B405A75F3F16240EB453269DC6A12653FEAC712B9BA7B36","True","False","2026-07-19T20:10:31","2026-07-19T20:11:07"
"9","rvssp_lock005","older_2015_2018","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","51C8BCC2A437DB699E04BA6D566D86E176E6B44F919E376FC24DCE97210AE839","A88003B9707699870CEA684EF9DEE4CA128C58987A2E20813FB1BF47A1F3AFD1","True","False","2026-07-19T20:10:50","2026-07-19T20:11:18"
"10","rvssp_lock005","middle_2019_2022","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","0119E3430D9EB4F12158C84067141A0B77887409EA712015759832D334088596","5D79E5D9DFC52252DE1DC4F071A2E4D458DCAD56EFC536F8311CCC8689E9D689","True","False","2026-07-19T20:10:43","2026-07-19T20:11:11"
"11","rvssp_lock005","recent_2023_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","0E986A80B39FB972A8EBDCDCF1DF34DB4AE42FC4AAB73872D597F546413EAA6B","5B5DA1BD10B2DA34B6FD202DA89C5B1E216792B1F66804F05DA20CCA48684341","True","False","2026-07-19T20:10:40","2026-07-19T20:11:07"
"12","rvssp_lock005","continuous_2015_2026","REPORT_FOUND","2","1","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","346C7661C70EE043AB7FF411621FD438013C6C2E66B6BE1D50A3D1A8FF9B680F","865E8855616119DF41F0260CEB47C89E297A062F6DCDB573A138D3A233D9FE77","True","False","2026-07-19T20:13:49","2026-07-19T20:14:16"
"13","rvssp_center","older_2015_2018","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","F7313A33CA4FAF316B66BA789D5E7597B96517F21960C4D3089FE29A0630B33E","317C37931982325868181DA4DD80172A81FAE2B8B7E75F6371D426F8B866D2CF","True","False","2026-07-19T20:11:18","2026-07-19T20:11:43"
"14","rvssp_center","middle_2019_2022","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","435D904E01D688C6C82D47FB966192EF264A32704CCF1EE0CA0D9A27E5E401B5","6F1C988A6F5FC16F8F24C4C6DE3690E70D79D5668DC1B17E1B63C23020DCA434","True","False","2026-07-19T20:11:11","2026-07-19T20:11:35"
"15","rvssp_center","recent_2023_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","A673FF8114A5D204C93C5F6261F91AB15B894C0560E80E425E8CE3D0D73EA4D8","935D1EF32BFFDB313EE43853280CF4BD5E18A1536CA1CC1109F9DD8C4C6CC42D","True","False","2026-07-19T20:11:07","2026-07-19T20:11:33"
"16","rvssp_center","continuous_2015_2026","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","642E032F3261511BC74AADA95C7ADF6F60B02D6177CA06A0B37BB4970C0616A6","12EF4A80AE0A082CE28EB4CF8885DC457085F54CBD27C454C7471CE7FAAA1C58","True","False","2026-07-19T20:11:29","2026-07-19T20:12:04"
"17","rvssp_trigger125","older_2015_2018","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","395655FFB43BCB507582DB14EC982CC7E59E5AB64EC2A55F15CFDFC6AA284364","D3D625BA702421B273ECD73B988362C44CDE0DFAA7D0213EC236743743CDC056","True","False","2026-07-19T20:11:43","2026-07-19T20:12:10"
"18","rvssp_trigger125","middle_2019_2022","REPORT_FOUND","1","0","9810F048C62E93C217FB955DA51A4364055BF7806EFC739B37621E3B251F9206","88FF0942B85D70C0530DDCC94ADCF5A64857605545C3B20AFCDD564390099EA5","5BD06CA2FF932386B4D1CD383517B418343FD63C964A4631AFF33CB94419DB11","70B316BD4F25D57A986DA94B61EAE24C131384CB95C22CE7A60B4BBDD648D80C","True","False","2026-07-19T20:11:35","2026-07-19T20:12:01"
