"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","xmll_base","1","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_base.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\001_xmll_base_older_2015_2017_m1.ini","xmll_base_older_2015_2017_m1","profiles\xmll_base.set","DDF009436F66C9834013A09F8475651CC64B27A35CBFD43D6FB070A5EDC6F4CC","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_base_older_2015_2017_m1.htm","10000","1095","2.9979","-119.52","9880.48","-1.2","-0.4","-0.4","0.75","-1.34","-5","35.96","89","7","143.61","1.44","137.91","143.61","-0.83","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","xmll_base","1","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_base.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\002_xmll_base_discovery_2018_2020_m1.ini","xmll_base_discovery_2018_2020_m1","profiles\xmll_base.set","DDF009436F66C9834013A09F8475651CC64B27A35CBFD43D6FB070A5EDC6F4CC","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_base_discovery_2018_2020_m1.htm","10000","1095","2.9979","-66.91","9933.09","-0.67","-0.22","-0.22","0.86","-0.64","-3.55","47.62","105","8","110.45","1.1","100.75","110.45","-0.61","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","xmll_lead4","2","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_lead4.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\003_xmll_lead4_older_2015_2017_m1.ini","xmll_lead4_older_2015_2017_m1","profiles\xmll_lead4.set","2FBB7C078BA8D5C62AB1A023AAE2B278D9DD96ED5A6219275DDB27A57416E1AF","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_lead4_older_2015_2017_m1.htm","10000","1095","2.9979","42.08","10042.08","0.42","0.14","0.14","1.13","0.56","2.95","48","75","5","104.46","1.04","99.51","104.46","0.4","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","xmll_lead4","2","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_lead4.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\004_xmll_lead4_discovery_2018_2020_m1.ini","xmll_lead4_discovery_2018_2020_m1","profiles\xmll_lead4.set","2FBB7C078BA8D5C62AB1A023AAE2B278D9DD96ED5A6219275DDB27A57416E1AF","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_lead4_discovery_2018_2020_m1.htm","10000","1095","2.9979","135.46","10135.46","1.35","0.45","0.45","1.5","1.78","8.66","57.89","76","4","46.02","0.46","37.34","46.02","2.94","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","xmll_lead12","3","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_lead12.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\005_xmll_lead12_older_2015_2017_m1.ini","xmll_lead12_older_2015_2017_m1","profiles\xmll_lead12.set","4EEF605F78E3E67207BFC95B3BCEEF57C77BFEFAE57B8F04BAE1226E24AA224F","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_lead12_older_2015_2017_m1.htm","10000","1095","2.9979","-90.55","9909.45","-0.91","-0.3","-0.3","0.8","-1","-5","39.56","91","7","151.01","1.51","146.43","151.01","-0.6","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","xmll_lead12","3","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_lead12.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\006_xmll_lead12_discovery_2018_2020_m1.ini","xmll_lead12_discovery_2018_2020_m1","profiles\xmll_lead12.set","4EEF605F78E3E67207BFC95B3BCEEF57C77BFEFAE57B8F04BAE1226E24AA224F","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_lead12_discovery_2018_2020_m1.htm","10000","1095","2.9979","44.97","10044.97","0.45","0.15","0.15","1.11","0.47","2.61","49.47","95","7","75.5","0.75","70.4","75.5","0.6","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","xmll_lead16","4","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_lead16.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\007_xmll_lead16_older_2015_2017_m1.ini","xmll_lead16_older_2015_2017_m1","profiles\xmll_lead16.set","551CC5BC3E8E74B240325C9FA54B4CAB2A99CC470EBFEE7948CC2C2C1AA8421D","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_lead16_older_2015_2017_m1.htm","10000","1095","2.9979","-165.04","9834.96","-1.65","-0.55","-0.55","0.57","-2.5","-5","33.33","66","13","206.77","2.07","201.42","206.77","-0.8","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","xmll_lead16","4","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_lead16.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\008_xmll_lead16_discovery_2018_2020_m1.ini","xmll_lead16_discovery_2018_2020_m1","profiles\xmll_lead16.set","551CC5BC3E8E74B240325C9FA54B4CAB2A99CC470EBFEE7948CC2C2C1AA8421D","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_lead16_discovery_2018_2020_m1.htm","10000","1095","2.9979","-36.23","9963.77","-0.36","-0.12","-0.12","0.91","-0.4","-2.26","45.05","91","7","121.88","1.22","115.83","121.88","-0.3","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","xmll_xag075","5","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xag075.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\009_xmll_xag075_older_2015_2017_m1.ini","xmll_xag075_older_2015_2017_m1","profiles\xmll_xag075.set","66C8DA984BB5DD69D2B325FFBED8EDC50DF2E306B217D4016271B850C9F50E77","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_xag075_older_2015_2017_m1.htm","10000","1095","2.9979","-199.97","9800.03","-2","-0.67","-0.67","0.68","-1.71","-5","34.19","117","7","237.26","2.37","228.24","237.26","-0.84","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","xmll_xag075","5","independent_m15_xag_lead_lag_pullback","1","discovery_model1","xmll_xag075.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\010_xmll_xag075_discovery_2018_2020_m1.ini","xmll_xag075_discovery_2018_2020_m1","profiles\xmll_xag075.set","66C8DA984BB5DD69D2B325FFBED8EDC50DF2E306B217D4016271B850C9F50E77","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmll_xag075_discovery_2018_2020_m1.htm","10000","1095","2.9979","-101.36","9898.64","-1.01","-0.34","-0.34","0.83","-0.77","-4.33","46.56","131","9","150.89","1.5","145.31","150.89","-0.67","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
