"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","HoldoutPermitted","Model4Opened","SourceSha256","ResultsSha256"
"DISCOVERY_GATE_PASSED","15","45","9","9","True","False","B74E61CC7B473C03FCA79E1D8DC0C73C4512FCCF9596E439971E1D7C82149684","843C86A159A264DE8C3433935F5D0B40D3FF2B19D96B9F3E7649EE83348D79D7"
