"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","portfolio_common_highprofit_control","1","portfolio_common_control","1","guard_off_model1_control","portfolio_common_highprofit_control.set","continuous_2019_2026","2019.01.01","2026.07.12","1","configs\001_portfolio_common_highprofit_control_m1.ini","portfolio_common_highprofit_control_continuous_2019_2026_m1","profiles\portfolio_common_highprofit_control.set","DDAD7D69A0D462576B07406EFA05CC024A15CB522B1FB7DC8C0A4D4D8C3DE84A","Guard-off behavior control only; any material mismatch rejects the common executable.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\portfolio_common_highprofit_control_continuous_2019_2026_m1.htm","10000","2749","7.5264","211.03","10211.03","2.11","0.28","0.28","1.12","1.7","2.44","42.74","124","9","597.45","5.89","531.25","597.45","0.35","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","portfolio_common_money_control","2","portfolio_common_control","1","guard_off_model1_control","portfolio_common_money_control.set","continuous_2019_2026","2019.01.01","2026.07.12","1","configs\002_portfolio_common_money_control_m1.ini","portfolio_common_money_control_continuous_2019_2026_m1","profiles\portfolio_common_money_control.set","8830DBEAB9BB5824C58029A5CF33C1CF87291000A256290076454B10E52759B5","Guard-off behavior control only; any material mismatch rejects the common executable.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\portfolio_common_money_control_continuous_2019_2026_m1.htm","10000","2749","7.5264","397.53","10397.53","3.98","0.53","0.52","2.77","10.74","28.13","51.35","37","3","69.49","0.66","64.64","69.49","5.72","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","portfolio_common_reversion_m12_control","3","portfolio_common_control","1","guard_off_model1_control","portfolio_common_reversion_m12_control.set","continuous_2015_2026","2015.01.01","2026.07.12","1","configs\003_portfolio_common_reversion_m12_control_m1.ini","portfolio_common_reversion_m12_control_continuous_2015_2026_m1","profiles\portfolio_common_reversion_m12_control.set","E567F43594EA0BB103B2E1F37BC6581444483847E8DBD301825C229BF7A58087","Guard-off behavior control only; any material mismatch rejects the common executable.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\portfolio_common_reversion_m12_control_continuous_2015_2026_m1.htm","10000","4210","11.5264","456.9","10456.9","4.57","0.4","0.39","2.57","12.02","10.64","47.37","38","5","113.74","1.12","91.47","113.74","4.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
