Status,ReportsParsed,IdentityAcceptedReports,TotalAttempts,IdentityRefusals,AllWindowsPositive,CenterBehaviorChanged,CenterNoWorseDisjointEras,CenterGrowthGate,CenterCagrGate,CenterEfficiencyGate,CenterRiskGate,CenterTradeCountGate,ImprovesRiskOnlyReference,PassingOrthogonalNeighbors,NeighborhoodGate,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,RiskOnlyReferenceNetProfit,CenterNetProfit,SourceSha256,BinarySha256,CenterProfileSha256,ManifestSha256
REJECTED_IN_DISCOVERY,21,21,23,2,True,True,False,False,False,False,True,True,True,0,False,False,False,False,False,False,1353.74,1191.69,1327.11,C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91,21DDE8A2C1E04CB1D26C76E791A1EA1F0F26167667F19479F29A98BAE1D905A4,EE54CAC7D5A3169B136A5266E38A9354149DE6E7D184F36163711847E964647E,015DF848CD3882639DE65CE7AF4B117B718FF522EBAEB8013D8EB99AF38E3291
