"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","peak_r20_base","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\001_peak_r20_base_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_base_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:22:20","2026-07-14T11:22:35"
"2","peak_r20_diag_2025","diagnostic_2025","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\002_peak_r20_diag_2025_diagnostic_2025_m1.ini","True","lowatr_r20_opp_peak_r20_diag_2025_diagnostic_2025_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:22:35","2026-07-14T11:22:48"
"3","peak_r20_may_full","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\003_peak_r20_may_full_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_may_full_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:22:48","2026-07-14T11:23:03"
"4","peak_r20_may_full_spread22","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\004_peak_r20_may_full_spread22_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_may_full_spread22_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:23:03","2026-07-14T11:23:18"
"5","peak_r20_aug_risk60","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\005_peak_r20_aug_risk60_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_aug_risk60_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:23:18","2026-07-14T11:23:33"
"6","peak_r20_may31_aug60","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\006_peak_r20_may31_aug60_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_may31_aug60_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:23:33","2026-07-14T11:23:48"
"7","peak_r20_islp_may_aug","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\007_peak_r20_islp_may_aug_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_islp_may_aug_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:23:48","2026-07-14T11:24:03"
"8","peak_r20_islp_broad_lowrisk","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\008_peak_r20_islp_broad_lowrisk_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_islp_broad_lowrisk_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:24:03","2026-07-14T11:24:18"
"9","peak_r20_octnov_main_lowrisk","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\009_peak_r20_octnov_main_lowrisk_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_octnov_main_lowrisk_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:24:18","2026-07-14T11:24:32"
"10","peak_r20_fmlr_strict","continuous_2024_2026","1","NO_REPORT","RUN_HIDDEN","outputs\lowatr_r20_opportunity_sweep_package\configs\010_peak_r20_fmlr_strict_continuous_2024_2026_m1.ini","True","lowatr_r20_opp_peak_r20_fmlr_strict_continuous_2024_2026_m1","outputs\returned_mt5_reports\first_pass_inbox","95","","Terminal exited but no report file was found.","2026-07-14T11:24:32","2026-07-14T11:24:48"
