"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvsrq_control","older_2015_2018","REPORT_FOUND","2","1","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","B898D53D548361E7C6D238732EDF9D53305AB948ED774F5BD3D7B4F37F4C1FA1","B81D7D9C20E6E964A460E4246BBB76414698A32E66F7A398C1D94CEE42111426","True","False","2026-07-19T18:52:06","2026-07-19T18:52:28"
"2","rvsrq_control","middle_2019_2022","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","824D139D0807BE9731F429CAAD6C2BDBA2535C9092973C42E112663C0F6C7BDE","029D739095B9EFFDF7DD543BA84F8DE1E466FA0B75B392ADDD245793A3EB8E37","True","False","2026-07-19T18:48:03","2026-07-19T18:48:39"
"3","rvsrq_control","recent_2023_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","DD0F0166B6588C92A0EAC56BDD01B39AD3E6DCCAC3FFB82BD3737132591A576E","22A013248E18B537107471307CD74558D5C64AF4F22DFE6B67A41A73726AD695","True","False","2026-07-19T18:48:04","2026-07-19T18:48:36"
"4","rvsrq_control","continuous_2015_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","D53A09600F9B6142AA28781C182126D5CAB9D56B5DBAC68E7464A6F926EFFED8","85502A2ED243F77FDB3AA4E051FBDD93CBF4A54C8EA7E51CFC1736E20069EC4A","True","False","2026-07-19T18:48:04","2026-07-19T18:48:47"
"5","rvsrq_unfiltered","older_2015_2018","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","15892793BBCD21238CCC5869FEAA7E59DC7DBE94EDFB1D985CEFD435D4B4BD75","399E9BDB1AAB7790C1781904D124E6DFAC2326534631491DD8B8EB9AA597AD7E","True","False","2026-07-19T18:48:35","2026-07-19T18:49:04"
"6","rvsrq_unfiltered","middle_2019_2022","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","27433BCEA61AC982CD6973174C80513565170398F7B442695E31B3D902320A04","16BA5CEA92462E751710E7AB691A9E858B4A84A17B240D88CF8F0FA172AEA6DF","True","False","2026-07-19T18:48:39","2026-07-19T18:49:05"
"7","rvsrq_unfiltered","recent_2023_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","8C3212748D0FE18584432F7C8FC2519C20370134EDB023818E0F8244C04DCF05","E140EE1925B17163F9620AFE684C646746F8366DDB00EE143C39DE2C31FCB2D1","True","False","2026-07-19T18:48:36","2026-07-19T18:49:02"
"8","rvsrq_unfiltered","continuous_2015_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","A290C73A8BF556C11268C819D424A6E92F81B04701CD6CAF24F8446BADA77CD2","ABD9B037AE2E0900500EBC22A526E246063D04E40CA25A04C14D9C32C8E57366","True","False","2026-07-19T18:48:47","2026-07-19T18:49:23"
"9","rvsrq_rr135","older_2015_2018","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","DCC66558D9696AFED84C26B7A1AFC35C458F78A03679B4846014498FA7EAE7D5","EA6AD1BC1DC94C02C43DC0116204C6835592404FD494B6E07AAE10298A07EA11","True","False","2026-07-19T18:49:04","2026-07-19T18:49:35"
"10","rvsrq_rr135","middle_2019_2022","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","5F8B6B6ECF85F736CB244CAC2E7D3A5B73D6C1715C2E115404791F9E9C2F2F02","128FBDD6CAFE2579033D30285E1AE3A9D07D1A4F26E05AA1BC7E1077F14FDCB9","True","False","2026-07-19T18:49:05","2026-07-19T18:49:35"
"11","rvsrq_rr135","recent_2023_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","CB27B8DFA9306A8AE873C9415DE80E0A47BB1FF0198102B5F578CC3A7B4BDAA2","CCF72BB28DCA9CA2E42C8F83DE8D844AA4A688954C3FAA5F1F7544B617BC724F","True","False","2026-07-19T18:49:02","2026-07-19T18:49:26"
"12","rvsrq_rr135","continuous_2015_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","698BFD1F5022CA459FDEC57CA61031E3F64C98CAA16126F3C3CE709E7BA781BF","21D11095C57803BFCCA6C344F4CB18F35B743B55B3A81DE9A402E5EAA9C0B6D3","True","False","2026-07-19T18:49:23","2026-07-19T18:50:00"
"13","rvsrq_rr150","older_2015_2018","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","B12E13A40B94A4CA01977529CB1ED5C6AA80C29FAB50ADB2230E6F62ACD0B875","05911C7C0F3DFC9282790ADB57ADCA62D71E15CB21919732B7C70264E3B44576","True","False","2026-07-19T18:49:35","2026-07-19T18:50:02"
"14","rvsrq_rr150","middle_2019_2022","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","1F5A02E0984C688655702A2D68C33AF3AB4A1BE3F29CF652E99D6D641CB580F8","23F743F63367D23BB2A73CA94232D34029321058568217F5054D88401FDB7003","True","False","2026-07-19T18:49:35","2026-07-19T18:50:01"
"15","rvsrq_rr150","recent_2023_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","61D5C43CF38B6C1E94D7BB6FFC371E761BBEA3755BE7042F52386DAFDFCF4340","F9DF454D6A173ACF00C02595BF0FD9D76D1C97C48A020F1A6245B221F9AE196F","True","False","2026-07-19T18:49:26","2026-07-19T18:49:52"
"16","rvsrq_rr150","continuous_2015_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","36D2DB55066105390867709A18AF75233739C17E42167530C1E54D126B0BA392","9496A299A11A48C5545DC2E7C8BA7D1968448419F69CC01CB960D0A54EB15922","True","False","2026-07-19T18:50:00","2026-07-19T18:50:33"
"17","rvsrq_rr165","older_2015_2018","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","C98BF12493B501ABAD12EE7D2EF9B1EA5536F2A7E5DA886785B88D169DB2A32E","987A214AE91F5D8CA761DBAD8513DF68058854B51A372A62DAEF04DE93F6762D","True","False","2026-07-19T18:50:02","2026-07-19T18:50:28"
"18","rvsrq_rr165","middle_2019_2022","REPORT_FOUND","2","1","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","C002EB3EEE1BDA216F648D138D2A29C405CA5368B0990F3A7C4BF4B5A6F84FC7","394BFDF47342C0C187EFE903A536A3CD735F046C6264374DD4CA817B85414093","True","False","2026-07-19T18:52:28","2026-07-19T18:52:48"
"19","rvsrq_rr165","recent_2023_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","3D01565ED78B5B3BA444537C598E407A22D12B9F3EB0669D70C59F610CA43D94","F85388185CF869614D17AE84C4C26AF33D99EF38DCE26475B0F296F078F8C168","True","False","2026-07-19T18:49:52","2026-07-19T18:50:16"
"20","rvsrq_rr165","continuous_2015_2026","REPORT_FOUND","1","0","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","A4C00A0BCD266FD2938BC79BA0FB7C4F51741EBAEF3E69BA3636E3AB58BBEF70","7E6C877EE054A5E4937FF81793C712B33F24CA20BAEF9C76CEDE54580CBBD525","True","False","2026-07-19T18:50:33","2026-07-19T18:51:03"
