"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","sslc_control","older_2015_2018","REPORT_FOUND","2","1","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","0780D470D582D86D9875BECF850ED50117D82D4B35ED98D3D23EDCEB47C983B1","D572C0EE4DAEC05427E8DC1B5D11821421C7047FAB9320632FEAEAE5DFFF7306","True","False","2026-07-20T00:23:50","2026-07-20T00:24:16"
"2","sslc_control","later_2019_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","6DF8149EA9DC9F53883C24FABD4892417448B4D2C072A59BEF6E4E39D7B24080","E41C69646F5820057D7BF54531CCDF938FE0D035A47C2DEF284F6365841BAF10","True","False","2026-07-20T00:20:34","2026-07-20T00:21:03"
"3","sslc_control","continuous_2015_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","2DBD33765ADFB8F2726AFB528FBA82ACCF561431F5BB52AA1603C1F1BA32331B","DA6E343A50AF5569C33CBFA930684C672F3AD957953C192638F230CD55FC1650","True","False","2026-07-20T00:20:35","2026-07-20T00:21:12"
"4","sslc_unconditional015","older_2015_2018","REPORT_FOUND","2","1","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","2B387D2ADD67F277232999177774C950A4A87EDE2E0AA4D9EFD64283929EC36F","D63DFC86357F07395213166A245D43269633DB28052E2B5483787FAC22ACFB17","True","False","2026-07-20T00:23:50","2026-07-20T00:24:13"
"5","sslc_unconditional015","later_2019_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","A11CCFA446CF40FF6A5E0ADEEBA774B342EB85CE89F462D98410311E6323FA61","D09A628E4B13A62F2FFF286267804326D849F38B5A9AA4D8A864790BDB85B2FD","True","False","2026-07-20T00:21:06","2026-07-20T00:21:34"
"6","sslc_unconditional015","continuous_2015_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","BF371A69E5BEFF81683558864BEDF34244F9C6B35FB18369D7D4E8B257AF3C82","A9BCBD0D7210A3C46B98DCC97789CB1F14291ACE82FC3C9037C5229627F708EF","True","False","2026-07-20T00:21:03","2026-07-20T00:21:32"
"7","sslc_low012","older_2015_2018","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","BE9C59F00BD0F453E6DE99260CA1AE6998372C7D0B3AA0E8C9F90B96783C246E","2E07092734C563D5237B25E9BE7BBFC6ED7D52E71F677DD262054A1215A5A931","True","False","2026-07-20T00:21:12","2026-07-20T00:21:44"
"8","sslc_low012","later_2019_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","4072ABF0C1DF92EF379232AE0B401732C818992721A32DC49F5CF95D009AF5BA","02EF45810E1E317A4F3CD254C27F320981138B1A6C58BD50926D0F7A04B3EEBD","True","False","2026-07-20T00:21:06","2026-07-20T00:21:33"
"9","sslc_low012","continuous_2015_2020","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","2BDD57BB70FD76ECC8EAF76E302B906474FDB858896CFCACC4899899EC6BC9EC","11F86D24F56BF98676C0C498190A03D69CB3357EED30DDE33089B114945D650B","True","False","2026-07-20T00:21:34","2026-07-20T00:22:05"
"10","sslc_center015","older_2015_2018","REPORT_FOUND","1","0","C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91","A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A","70FDA23DBAC5160DC5B795DFC11F337D8E2F609C2B8C332E61EB40C2381C0507","BE258ACBDE398A22F03B7E5C558CD8441FCAF3E8872BD4208D2C58CFB0ACF17D","True","False","2026-07-20T00:21:32","2026-07-20T00:21:56"
