"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"rdmc_money_ready_gate_repair_v1","wave_01_m1_critical","frozen_gate_repair","2","2","0","0","-52.19","-34.84","-17.35","-0.26","-0.35","-0.26","-0.35","2","0","0","45.92","0.205","-1.37","14.28","3","True"
