"Status","Candidates","ReportsParsed","ReportsIdentityPassed","ReproducedIdentityRetries","ActiveProfiles","NumericPasses","DiscoveryEligible","HoldoutOpened","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","15","45","45","3","15","0","0","False","False","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","C9529FA571A320BD7B458D1F78AA7A9BB8A5A1E09488817639580B3D385E063B"
